id,travel_date,line_name,direction,passengers,sales_amount,sales_count,refund_count,refund_amount,seats,train_operations,inserted_at,updated_at
5,2020-08-01,강릉선,상행,7592,285217000,7576,1529,36633000,11480,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
6,2020-08-01,강릉선,하행,9574,394256700,9890,1855,40235200,11480,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
7,2020-08-01,경부선,상행,34535,1917353800,32435,5842,207406000,57845,63,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
8,2020-08-01,경부선,하행,43455,2537915700,39441,7630,264213700,55935,61,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
9,2020-08-01,경전선,상행,6466,332168800,6631,1233,39605200,9515,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
10,2020-08-01,경전선,하행,9474,499721000,9366,1594,48249800,9515,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
11,2020-08-01,구동해선,상행,5454,250253300,5274,992,26827900,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
12,2020-08-01,구동해선,하행,7146,367148600,6898,1278,38780800,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
13,2020-08-01,전라선,상행,8542,442218100,8736,1709,52767400,10441,17,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
14,2020-08-01,전라선,하행,10538,586642100,10988,2063,59627000,10441,17,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
15,2020-08-01,호남선,상행,9598,512116900,9880,1847,60386700,19106,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
16,2020-08-01,호남선,하행,13185,745222500,13169,2530,85346200,19581,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
17,2020-08-02,강릉선,상행,9736,427529200,10415,3347,81248000,11480,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
18,2020-08-02,강릉선,하행,6977,262443600,7129,1713,37644900,11070,27,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
19,2020-08-02,경부선,상행,45349,2769207800,41231,11100,444068600,56890,62,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
20,2020-08-02,경부선,하행,37154,2041728100,31845,7865,287584100,54980,60,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
21,2020-08-02,경전선,상행,10352,546441800,9679,2634,91664000,9480,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
22,2020-08-02,경전선,하행,6635,341109800,6717,1607,51396100,9515,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
23,2020-08-02,구동해선,상행,7773,378922600,7044,1947,62552600,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
24,2020-08-02,구동해선,하행,5276,247699300,5064,1202,35508100,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
25,2020-08-02,전라선,상행,11138,599472500,11075,3058,100320300,10476,17,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
26,2020-08-02,전라선,하행,8415,440608200,8612,2136,66473400,10066,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
27,2020-08-02,호남선,상행,13675,794022900,13824,4028,141734100,19036,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
28,2020-08-02,호남선,하행,10591,556666300,10425,2575,84998100,19581,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
29,2020-08-03,강릉선,상행,6322,257821000,6749,2215,59208700,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
30,2020-08-03,강릉선,하행,5055,207929800,5526,1717,45592000,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
31,2020-08-03,경부선,상행,35064,2042817200,31351,8338,343185100,48061,54,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
32,2020-08-03,경부선,하행,32936,1869478000,28059,7383,286734000,47106,53,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
33,2020-08-03,경전선,상행,6190,345223600,6192,1572,59144500,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
34,2020-08-03,경전선,하행,5976,325052400,5756,1578,56366900,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
35,2020-08-03,구동해선,상행,5824,294586500,5472,1419,49088000,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
36,2020-08-03,구동해선,하행,5648,266399300,5254,1315,42024300,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
37,2020-08-03,전라선,상행,8259,450221300,8006,2336,87035300,8736,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
38,2020-08-03,전라선,하행,7888,401298100,7668,2000,70036600,8701,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
39,2020-08-03,호남선,상행,10763,591918600,10834,2911,106755100,17565,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
40,2020-08-03,호남선,하행,10464,544876200,10123,2809,97504400,17635,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
41,2020-08-04,강릉선,상행,5580,235040500,5859,2085,60716100,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
42,2020-08-04,강릉선,하행,4585,184119700,4814,1611,43032600,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
43,2020-08-04,경부선,상행,32332,1874684100,27327,8219,352692300,47106,53,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
44,2020-08-04,경부선,하행,29834,1634718200,24277,6964,278179400,46151,52,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
45,2020-08-04,경전선,상행,6190,332595900,5642,1683,64957800,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
46,2020-08-04,경전선,하행,5705,300361000,5397,1668,61055000,7980,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
47,2020-08-04,구동해선,상행,5665,275241100,5036,1560,54514900,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
48,2020-08-04,구동해선,하행,5186,241287500,4750,1402,46061600,6990,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
49,2020-08-04,전라선,상행,7914,433682900,7516,2396,95446200,8666,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
50,2020-08-04,전라선,하행,6984,352382500,6622,1949,71001600,8701,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
51,2020-08-04,호남선,상행,10131,559428900,9633,2921,126393600,17635,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
52,2020-08-04,호남선,하행,9321,488009900,8705,2626,94419700,17635,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
53,2020-08-05,강릉선,상행,5312,216731300,5534,1973,55770400,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
54,2020-08-05,강릉선,하행,4765,189106100,5108,1714,46579300,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
55,2020-08-05,경부선,상행,31855,1816987500,27343,8600,356223000,47141,53,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
56,2020-08-05,경부선,하행,31175,1752906900,26021,8049,325693700,46186,52,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
57,2020-08-05,경전선,상행,6462,354728200,6029,1882,71085300,7980,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
58,2020-08-05,경전선,하행,5965,310269800,5533,1728,64165100,7980,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
59,2020-08-05,구동해선,상행,6056,285030000,5337,1560,51896800,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
60,2020-08-05,구동해선,하행,5561,259974600,5074,1513,48994600,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
61,2020-08-05,전라선,상행,7638,398708100,7140,2322,87495300,8666,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
62,2020-08-05,전라선,하행,7235,375481500,7059,2195,79702700,8666,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
63,2020-08-05,호남선,상행,10240,548977900,9801,3125,116527200,17635,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
64,2020-08-05,호남선,하행,9594,514048700,9125,2948,106607300,17705,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
65,2020-08-06,강릉선,상행,4561,182298100,4982,1877,53271800,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
66,2020-08-06,강릉선,하행,4982,212529000,5660,2190,59622100,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
67,2020-08-06,경부선,상행,30717,1726733800,26664,8985,371239800,47106,53,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
68,2020-08-06,경부선,하행,32048,1871770900,27351,9530,405624600,46151,52,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
69,2020-08-06,경전선,상행,6079,324916300,5651,1901,71667000,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
70,2020-08-06,경전선,하행,6125,337168700,6016,2192,83447600,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
71,2020-08-06,구동해선,상행,5650,273455600,5153,1681,58847900,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
72,2020-08-06,구동해선,하행,5544,272357600,5283,1823,60678300,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
73,2020-08-06,전라선,상행,7498,390335000,7269,2533,95044000,8701,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
74,2020-08-06,전라선,하행,7168,402134300,7533,2763,102769000,8701,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
75,2020-08-06,호남선,상행,9962,545233900,9834,3474,129545000,17670,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
76,2020-08-06,호남선,하행,9689,542056300,9633,3610,134617500,17670,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
77,2020-08-07,강릉선,상행,6746,251804900,7420,2868,69561200,10250,25,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
78,2020-08-07,강릉선,하행,8075,340448700,10045,4322,99664000,10660,26,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
79,2020-08-07,경부선,상행,39734,2218194200,37143,14874,539690700,56925,62,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
80,2020-08-07,경부선,하행,45953,2680771100,43170,17676,670454300,55015,60,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
81,2020-08-07,경전선,상행,8427,444168100,8416,3383,116229000,9515,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
82,2020-08-07,경전선,하행,7957,436084000,8343,3313,118593100,9515,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
83,2020-08-07,구동해선,상행,6875,333138500,6613,2563,83077800,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
84,2020-08-07,구동해선,하행,5979,306546400,6387,2617,80527500,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
85,2020-08-07,전라선,상행,9213,481052100,9741,4235,138914100,9621,15,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
86,2020-08-07,전라선,하행,8902,496525700,10304,4315,139683400,10031,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
87,2020-08-07,호남선,상행,12754,730099400,13532,5926,214006400,19071,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
88,2020-08-07,호남선,하행,12749,754354500,13850,6109,224207500,19616,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
89,2020-08-08,강릉선,상행,7340,283684300,7838,3277,86808300,11480,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
90,2020-08-08,강릉선,하행,8615,367330500,9469,4372,117616200,11480,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
91,2020-08-08,경부선,상행,34577,1999831300,32299,12841,512200400,57845,63,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
92,2020-08-08,경부선,하행,37643,2193526800,35071,14092,553781600,55935,61,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
93,2020-08-08,경전선,상행,6815,359683000,6754,2666,96370000,9515,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
94,2020-08-08,경전선,하행,7705,408593700,7777,3125,112571300,9550,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
95,2020-08-08,구동해선,상행,5693,270831000,5401,2049,66950100,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
96,2020-08-08,구동해선,하행,5702,284814500,5668,2262,76082600,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
97,2020-08-08,전라선,상행,3722,453629900,8775,7113,302672000,10441,17,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
98,2020-08-08,전라선,하행,4743,511483800,9759,7499,287584000,10406,17,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
99,2020-08-08,호남선,상행,10245,650354900,11050,5469,230297200,19071,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
100,2020-08-08,호남선,하행,10750,686728300,12136,5891,248772000,19581,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
101,2020-08-09,강릉선,상행,8840,419853600,10182,5505,157176400,11480,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
102,2020-08-09,강릉선,하행,6221,236394000,6705,2797,66801700,11070,27,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
103,2020-08-09,경부선,상행,41826,2657898900,38662,15848,701680600,56890,62,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
104,2020-08-09,경부선,하행,34816,1957568200,30333,11952,471503300,54980,60,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
105,2020-08-09,경전선,상행,9554,524905000,8964,3680,145337200,9550,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
106,2020-08-09,경전선,하행,6439,338192000,6554,2539,88456200,9550,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
107,2020-08-09,구동해선,상행,7048,363918300,6533,2586,96963700,7095,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
108,2020-08-09,구동해선,하행,4918,238002000,4742,1774,57054000,7095,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
109,2020-08-09,전라선,상행,8433,667428700,11162,7538,309925000,10435,17,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
110,2020-08-09,전라선,하행,6355,458946800,8548,5157,199630300,10060,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
111,2020-08-09,호남선,상행,12244,789444700,13144,6395,266309500,19036,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
112,2020-08-09,호남선,하행,10041,592097100,10232,4639,176591000,19581,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
113,2020-08-10,강릉선,상행,5572,208814700,5707,2077,60595300,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
114,2020-08-10,강릉선,하행,5021,194178100,5215,1977,55990000,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
115,2020-08-10,경부선,상행,31970,1922991700,28465,10092,457626800,48061,54,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
116,2020-08-10,경부선,하행,30372,1778641600,26509,9629,413830000,47106,53,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
117,2020-08-10,경전선,상행,5607,320312400,5622,2061,82351600,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
118,2020-08-10,경전선,하행,5814,324621600,5827,2187,84964500,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
119,2020-08-10,구동해선,상행,5333,260258700,4989,1636,56340100,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
120,2020-08-10,구동해선,하행,5156,238562600,4890,1543,52121900,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
121,2020-08-10,전라선,상행,6192,406655100,7079,3334,150979000,8736,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
122,2020-08-10,전라선,하행,6769,401532700,7326,3334,132779200,8701,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
123,2020-08-10,호남선,상행,9232,509751600,9525,3549,132319500,17600,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
124,2020-08-10,호남선,하행,9678,521118300,9844,3739,137383900,17635,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
125,2020-08-11,강릉선,상행,4927,185472700,4947,1814,58197900,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
126,2020-08-11,강릉선,하행,4794,178312900,4694,1781,51973200,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
127,2020-08-11,경부선,상행,28410,1541829800,23853,8510,374798000,47106,53,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
128,2020-08-11,경부선,하행,28829,1500450800,22895,7900,325563500,46151,52,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
129,2020-08-11,경전선,상행,5688,297035700,5156,1792,73269400,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
130,2020-08-11,경전선,하행,6068,313456100,5377,1993,79970000,7980,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
131,2020-08-11,구동해선,상행,5258,231339100,4450,1430,50962300,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
132,2020-08-11,구동해선,하행,5105,232434100,4540,1487,51981000,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
133,2020-08-11,전라선,상행,5965,330453800,6205,2691,111900800,8701,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
134,2020-08-11,전라선,하행,6245,331427500,6402,2732,101974900,8701,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
135,2020-08-11,호남선,상행,8962,468536200,8560,3119,119066900,17635,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
136,2020-08-11,호남선,하행,9016,468493800,8288,3033,116841400,17705,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
137,2020-08-12,강릉선,상행,5091,183178200,4990,1828,52313400,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
138,2020-08-12,강릉선,하행,5569,205766900,5494,2016,55733600,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
139,2020-08-12,경부선,상행,30136,1594039900,24987,8825,376579300,47176,53,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
140,2020-08-12,경부선,하행,32110,1698052200,25892,9141,378088000,46221,52,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
141,2020-08-12,경전선,상행,6041,314651300,5597,2047,75781300,7980,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
142,2020-08-12,경전선,하행,6301,323596500,5528,1943,77032500,7980,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
143,2020-08-12,구동해선,상행,5532,252771300,5041,1778,57268700,6990,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
144,2020-08-12,구동해선,하행,5808,258178700,5217,1748,56606000,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
145,2020-08-12,전라선,상행,6766,350186600,6742,2707,105592500,8666,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
146,2020-08-12,전라선,하행,7224,374124800,7224,2711,101203500,8666,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
147,2020-08-12,호남선,상행,9688,496510400,9384,3339,120514300,17705,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
148,2020-08-12,호남선,하행,9775,502555300,9178,3242,124218000,17705,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
149,2020-08-13,강릉선,상행,5454,194611200,5321,1929,53867400,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
150,2020-08-13,강릉선,하행,6040,224321800,6346,2340,62174100,7380,18,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
151,2020-08-13,경부선,상행,32400,1719765600,27804,10239,423892600,47141,53,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
152,2020-08-13,경부선,하행,36587,1985853000,30553,10871,458785300,46186,52,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
153,2020-08-13,경전선,상행,6609,346819300,5952,2129,85679700,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
154,2020-08-13,경전선,하행,6973,364785700,6557,2332,92168500,8015,12,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
155,2020-08-13,구동해선,상행,5992,276180100,5464,1985,65255300,7095,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
156,2020-08-13,구동해선,하행,6162,290233000,5810,1997,68245500,7025,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
157,2020-08-13,전라선,상행,7280,368122300,7227,2883,107443300,8701,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
158,2020-08-13,전라선,하행,8194,441631000,8440,3396,130718700,8736,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
159,2020-08-13,호남선,상행,10494,549768700,10314,3714,138875900,17600,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
160,2020-08-13,호남선,하행,11233,586951400,10650,3794,144148600,17600,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
161,2020-08-14,강릉선,상행,7477,274889200,8108,3460,82297600,10250,25,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
162,2020-08-14,강릉선,하행,9842,410592800,11561,5529,132637100,10660,26,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
163,2020-08-14,경부선,상행,43800,2479396500,42396,19441,736899600,56890,62,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
164,2020-08-14,경부선,하행,59446,3670603400,59363,28011,1148173600,54980,60,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
165,2020-08-14,경전선,상행,9605,513162600,9858,4405,153380800,9515,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
166,2020-08-14,경전선,하행,9711,528015400,10359,4608,157887400,9515,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
167,2020-08-14,구동해선,상행,7566,365287500,7634,3239,99680600,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
168,2020-08-14,구동해선,하행,7245,368125100,7774,3393,107512200,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
169,2020-08-14,전라선,상행,9644,516342200,10789,5511,177166300,9656,15,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
170,2020-08-14,전라선,하행,10197,567630700,11706,5400,170444300,9996,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
171,2020-08-14,호남선,상행,13527,769963300,14910,6970,241142400,19036,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
172,2020-08-14,호남선,하행,16160,942024700,18173,8567,306730000,19581,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
173,2020-08-15,강릉선,상행,7504,299943800,7982,3773,103691700,11480,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
174,2020-08-15,강릉선,하행,9661,441915400,10970,5672,164483800,11480,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
175,2020-08-15,경부선,상행,38193,2168177700,37976,16031,615581200,57845,63,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
176,2020-08-15,경부선,하행,50453,3202458800,48269,22643,983272500,55935,61,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
177,2020-08-15,경전선,상행,6628,357169100,7200,3054,109246500,9480,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
178,2020-08-15,경전선,하행,10663,613986900,11321,5249,197437200,9480,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
179,2020-08-15,구동해선,상행,5622,269557900,5704,2416,76933700,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
180,2020-08-15,구동해선,하행,8243,460463100,8646,4010,145756500,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
181,2020-08-15,전라선,상행,9385,513383000,10210,4895,176069200,10371,17,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
182,2020-08-15,전라선,하행,11121,671619500,12361,6445,235379900,10371,17,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
183,2020-08-15,호남선,상행,10861,637336600,12222,5394,202631900,19106,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
184,2020-08-15,호남선,하행,15361,958763200,16765,8400,336636700,19651,29,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
185,2020-08-16,강릉선,상행,10013,465015300,10862,6028,175503500,11480,28,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
186,2020-08-16,강릉선,하행,7554,312989400,8190,3747,105558600,11070,27,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
187,2020-08-16,경부선,상행,41879,2764436900,40849,19121,899812700,56890,62,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
188,2020-08-16,경부선,하행,33069,1873564900,31428,13465,542357700,54980,60,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
189,2020-08-16,경전선,상행,8363,488801100,8662,3940,158684400,9480,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
190,2020-08-16,경전선,하행,6065,322939900,6535,2689,99073700,9480,16,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
191,2020-08-16,구동해선,상행,6771,358869900,6673,2916,112928700,7060,14,2025-10-05 05:06:38.227643+00,2025-10-05 05:06:38.227643+00
