id,title,genre,location,seats,region,t_d,s_y,s_m,s_d,e_y,e_m,e_d
613,BLACKPINK WORLD TOUR: BORN PINK,대중음악,올림픽공원,15000,서울,BLACKPINK WORLD TOUR: BORN PINK|2022-10-15,2022,10,15,2022,10,16
614,PALMTREE ISLAND 1st GALA CONCERT,뮤지컬,잠실종합운동장,11032,서울,PALMTREE ISLAND 1st GALA CONCERT|2022-09-23,2022,9,23,2022,9,25
615,Stray Kids 2nd World Tour: MANIAC Special [서울],대중음악,올림픽공원,15000,서울,Stray Kids 2nd World Tour: MANIAC Special [서울]|2022-09-17,2022,9,17,2022,9,18
616,영탁 단독 콘서트: TAK SHOW [안동],대중음악,안동실내체육관,6209,경북,영탁 단독 콘서트: TAK SHOW [안동]|2022-10-29,2022,10,29,2022,10,30
617,케이윌 전국투어: HERE AND NOW [서울],대중음악,장충체육관,4507,서울,케이윌 전국투어: HERE AND NOW [서울]|2022-10-07,2022,10,7,2022,10,9
618,송골매 전국 투어 콘서트: 열망(熱望) [대구],대중음악,엑스코(exco),12000,대구,송골매 전국 투어 콘서트: 열망(熱望) [대구]|2022-10-01,2022,10,1,2022,10,2
619,NCT DREAM TOUR: THE DREAM SHOW2 : In A DREAM,대중음악,잠실종합운동장,65599,서울,NCT DREAM TOUR: THE DREAM SHOW2 : In A DREAM|2022-09-08,2022,9,8,2022,9,9
620,장윤정 라이브 콘서트 [제주],대중음악,제주종합경기장,5400,제주,장윤정 라이브 콘서트 [제주]|2022-10-09,2022,10,9,2022,10,9
621,청춘아레나 [인천],대중음악,인천문학경기장,49084,인천,청춘아레나 [인천]|2022-10-22,2022,10,22,2022,10,23
622,Girls′ Generation Special Event: Long Lasting Love,대중음악,올림픽공원,15000,서울,Girls′ Generation Special Event: Long Lasting Love|2022-09-03,2022,9,3,2022,9,3
623,영탁 단독 콘서트: TAK SHOW [전주],대중음악,한국소리문화의전당,7000,전북,영탁 단독 콘서트: TAK SHOW [전주]|2022-10-15,2022,10,15,2022,10,16
624,송골매 전국 투어 콘서트: 열망(熱望) [부산],대중음악,벡스코 (BEXCO),18000,부산,송골매 전국 투어 콘서트: 열망(熱望) [부산]|2022-09-24,2022,9,24,2022,9,25
625,장윤정 라이브 콘서트 [여수],대중음악,진남운동장(진남실내체육관),4197,전남,장윤정 라이브 콘서트 [여수]|2022-09-11,2022,9,11,2022,9,11
626,원더티켓: 수호나무의 부활 [파주],뮤지컬,파주 임진각 평화누리,30000,경기,원더티켓: 수호나무의 부활 [파주]|2022-09-08,2022,9,8,2022,9,11
627,IU CONCERT: The Golden Hour: 오렌지 태양 아래,대중음악,잠실종합운동장,65599,서울,IU CONCERT: The Golden Hour: 오렌지 태양 아래|2022-09-17,2022,9,17,2022,9,18
628,"성시경 with friends: 자, 오늘은",대중음악,장충체육관,4507,서울,"성시경 with friends: 자, 오늘은|2022-09-03",2022,9,3,2022,9,4
629,영탁 단독 콘서트: TAK SHOW [부산],대중음악,벡스코 (BEXCO),18000,부산,영탁 단독 콘서트: TAK SHOW [부산]|2022-10-01,2022,10,1,2022,10,2
630,K 글로벌 하트 드림 어워즈,대중음악,잠실학생체육관,5400,서울,K 글로벌 하트 드림 어워즈|2022-08-25,2022,8,25,2022,8,25
631,포레스텔라 전국투어 콘서트: The Beginning : World Tree [서울(앵콜)],서양음악(클래식),장충체육관,4507,서울,포레스텔라 전국투어 콘서트: The Beginning : World Tree [서울(앵콜)]|2022-08-27,2022,8,27,2022,8,28
632,ENHYPEN WORLD TOUR: MANIFESTO [서울],대중음악,올림픽공원,5003,서울,ENHYPEN WORLD TOUR: MANIFESTO [서울]|2022-09-17,2022,9,17,2022,9,18
633,장우혁 팬콘서트: ECHO,대중음악,장충체육관,4507,서울,장우혁 팬콘서트: ECHO|2022-08-20,2022,8,20,2022,8,20
634,영탁 단독 콘서트: TAK SHOW [창원],대중음악,창원컨벤션센터,10400,경남,영탁 단독 콘서트: TAK SHOW [창원]|2022-09-24,2022,9,24,2022,9,25
635,"헬로카봇 시즌 6, 흔들흔들 댄스파티 [부산]",뮤지컬,벡스코 (BEXCO),4002,부산,"헬로카봇 시즌 6, 흔들흔들 댄스파티 [부산]|2022-10-01",2022,10,1,2022,10,2
636,임창정 전국투어 콘서트: Multiverse [인천],대중음악,송도컨벤시아,5000,인천,임창정 전국투어 콘서트: Multiverse [인천]|2022-10-08,2022,10,8,2022,10,8
637,임창정 전국투어 콘서트: Multiverse [수원],대중음악,수원컨벤션센터,7000,경기,임창정 전국투어 콘서트: Multiverse [수원]|2022-10-03,2022,10,3,2022,10,3
638,번개맨: 우주최강 번개삼총사 [부산],뮤지컬,벡스코 (BEXCO),4002,부산,번개맨: 우주최강 번개삼총사 [부산]|2022-09-17,2022,9,17,2022,9,18
639,메가필드 뮤직페스티벌,대중음악,연세대학교 노천극장,7500,서울,메가필드 뮤직페스티벌|2022-09-03,2022,9,3,2022,9,4
640,리슨어게인 페스티벌,대중음악,올림픽공원,10000,서울,리슨어게인 페스티벌|2022-09-16,2022,9,16,2022,9,18
641,구례 자연드림 락페스티벌,대중음악,구례공설운동장,5000,전남,구례 자연드림 락페스티벌|2022-08-26,2022,8,26,2022,8,27
642,장민호 & 이찬원 콘서트: 민원만족 [서울(앵콜)],대중음악,잠실종합운동장,11032,서울,장민호 & 이찬원 콘서트: 민원만족 [서울(앵콜)]|2022-08-27,2022,8,27,2022,8,28
643,조이올팍페스티벌,대중음악,올림픽공원,10000,서울,조이올팍페스티벌|2022-09-24,2022,9,24,2022,9,25
644,WSG워너비 콘서트,대중음악,장충체육관,4507,서울,WSG워너비 콘서트|2022-07-21,2022,7,21,2022,7,21
645,송골매 전국 투어 콘서트: 열망(熱望)[서울],대중음악,올림픽공원,15000,서울,송골매 전국 투어 콘서트: 열망(熱望)[서울]|2022-09-11,2022,9,11,2022,9,12
646,영탁 단독 콘서트: TAK SHOW [대구],대중음악,엑스코(exco),12000,대구,영탁 단독 콘서트: TAK SHOW [대구]|2022-08-20,2022,8,20,2022,8,21
647,"크레디아 프롬스, 조성진 그리고 쇼팽",서양음악(클래식),연세대학교 노천극장,7500,서울,"크레디아 프롬스, 조성진 그리고 쇼팽|2022-08-31",2022,8,31,2022,8,31
648,나훈아 콘서트: Dream 55 [광주],대중음악,광주여자대학교,8337,광주,나훈아 콘서트: Dream 55 [광주]|2022-09-24,2022,9,24,2022,9,24
649,이준호 FAN-CON: Before Midnight,대중음악,올림픽공원,5003,서울,이준호 FAN-CON: Before Midnight|2022-08-12,2022,8,12,2022,8,14
650,THE BOYZ WORLD TOUR: THE B-ZONE [서울(앵콜)],대중음악,올림픽공원,15000,서울,THE BOYZ WORLD TOUR: THE B-ZONE [서울(앵콜)]|2022-08-05,2022,8,5,2022,8,7
651,KANGDANIEL CONCERT: FIRST PARADE [서울],대중음악,장충체육관,4507,서울,KANGDANIEL CONCERT: FIRST PARADE [서울]|2022-08-13,2022,8,13,2022,8,14
652,송가인 전국투어 콘서트 [광주],대중음악,광주여자대학교,8337,광주,송가인 전국투어 콘서트 [광주]|2022-08-13,2022,8,13,2022,8,14
653,"i, The Ultimate",대중음악,(재) 영화의전당,4000,부산,"i, The Ultimate|2022-07-22",2022,7,22,2022,7,22
654,송가인 전국투어 콘서트 [부산],대중음악,벡스코 (BEXCO),18000,부산,송가인 전국투어 콘서트 [부산]|2022-08-06,2022,8,6,2022,8,6
655,임영웅 콘서트: IM HERO [서울],대중음악,올림픽공원,15000,서울,임영웅 콘서트: IM HERO [서울]|2022-08-12,2022,8,12,2022,8,14
656,영탁 단독 콘서트: TAK SHOW [인천],대중음악,송도컨벤시아,5000,인천,영탁 단독 콘서트: TAK SHOW [인천]|2022-08-06,2022,8,6,2022,8,7
657,청춘힙합페스타,대중음악,장충체육관,4507,서울,청춘힙합페스타|2022-07-22,2022,7,22,2022,7,22
658,ITZY THE 1ST WORLD TOUR: CHECKMATE,대중음악,올림픽공원,5003,서울,ITZY THE 1ST WORLD TOUR: CHECKMATE|2022-08-06,2022,8,6,2022,8,7
659,장윤정 라이브 콘서트 [안양],대중음악,안양종합운동장,6690,경기,장윤정 라이브 콘서트 [안양]|2022-08-28,2022,8,28,2022,8,28
660,나훈아 콘서트: Dream 55 [천안],대중음악,유관순체육관,5482,충남,나훈아 콘서트: Dream 55 [천안]|2022-08-27,2022,8,27,2022,8,27
661,"JUMF, 전주얼티밋뮤직페스티벌",대중음악,전주종합경기장,30000,전북,"JUMF, 전주얼티밋뮤직페스티벌|2022-08-26",2022,8,26,2022,8,28
662,제4회 슬로우 라이프 슬로우 라이브,대중음악,올림픽공원,10000,서울,제4회 슬로우 라이프 슬로우 라이브|2022-10-08,2022,10,8,2022,10,10
663,"현대카드 슈퍼콘서트 26, 빌리 아일리시(Billie Eilish)",대중음악,고척스카이돔,16744,서울,"현대카드 슈퍼콘서트 26, 빌리 아일리시(Billie Eilish)|2022-08-15",2022,8,15,2022,8,15
664,내일은 국민가수 콘서트: 마지막 이야기 [서울(앵콜)],대중음악,올림픽공원,5003,서울,내일은 국민가수 콘서트: 마지막 이야기 [서울(앵콜)]|2022-07-16,2022,7,16,2022,7,17
665,영탁 단독 콘서트: TAK SHOW,대중음악,올림픽공원,15000,서울,영탁 단독 콘서트: TAK SHOW|2022-07-29,2022,7,29,2022,7,31
666,나훈아 콘서트: Dream 55 [서울],대중음악,올림픽공원,15000,서울,나훈아 콘서트: Dream 55 [서울]|2022-08-20,2022,8,20,2022,8,21
667,송가인 전국투어 콘서트 [수원],대중음악,수원컨벤션센터,7000,경기,송가인 전국투어 콘서트 [수원]|2022-07-30,2022,7,30,2022,7,30
668,정동하X소향 THE GREATEST: 전율 [부천],대중음악,부천실내체육관,5403,경기,정동하X소향 THE GREATEST: 전율 [부천]|2022-08-27,2022,8,27,2022,8,27
669,RESFFECT FESTIVAL 리스펙 페스티벌,대중음악,올림픽공원,10000,서울,RESFFECT FESTIVAL 리스펙 페스티벌|2022-08-27,2022,8,27,2022,8,28
670,Placido domingo Live [부산],서양음악(클래식),(재) 영화의전당,4000,부산,Placido domingo Live [부산]|2022-06-26,2022,6,26,2022,6,26
671,장민호 & 이찬원 콘서트: 민원만족 [대구],대중음악,엑스코(exco),12000,대구,장민호 & 이찬원 콘서트: 민원만족 [대구]|2022-08-06,2022,8,6,2022,8,7
672,씨어터 이문세 in the PARK [서울],대중음악,올림픽공원,10000,서울,씨어터 이문세 in the PARK [서울]|2022-10-01,2022,10,1,2022,10,2
673,나훈아 콘서트: Dream 55 [고양],대중음악,고양체육관,6216,경기,나훈아 콘서트: Dream 55 [고양]|2022-07-30,2022,7,30,2022,7,30
674,THE신승훈SHOW: 미소속에 비친 그대 [부산],대중음악,벡스코 (BEXCO),4002,부산,THE신승훈SHOW: 미소속에 비친 그대 [부산]|2022-09-03,2022,9,3,2022,9,4
675,싸이 흠뻑쇼: SUMMER SWAG [부산],대중음악,부산아시아드 경기장,4549,부산,싸이 흠뻑쇼: SUMMER SWAG [부산]|2022-08-20,2022,8,20,2022,8,20
676,싸이 흠뻑쇼: SUMMER SWAG 2022 [대구],대중음악,대구스타디움,66422,대구,싸이 흠뻑쇼: SUMMER SWAG 2022 [대구]|2022-08-13,2022,8,13,2022,8,14
677,싸이 흠뻑쇼: SUMMER SWAG [강릉],대중음악,강릉종합경기장,22333,강원,싸이 흠뻑쇼: SUMMER SWAG [강릉]|2022-07-30,2022,7,30,2022,7,30
678,싸이 흠뻑쇼: SUMMER SWAG [서울],대중음악,잠실종합운동장,65599,서울,싸이 흠뻑쇼: SUMMER SWAG [서울]|2022-07-15,2022,7,15,2022,7,17
679,싸이 흠뻑쇼: SUMMER SWAG [여수],대중음악,진남운동장(진남실내체육관),4197,전남,싸이 흠뻑쇼: SUMMER SWAG [여수]|2022-08-06,2022,8,6,2022,8,6
680,싸이 흠뻑쇼: SUMMER SWAG [인천],대중음악,인천아시아드주경기장,29376,인천,싸이 흠뻑쇼: SUMMER SWAG [인천]|2022-07-09,2022,7,9,2022,7,9
681,장민호 & 이찬원 콘서트: 민원만족 [강릉],대중음악,가톨릭관동대학교,6017,강원,장민호 & 이찬원 콘서트: 민원만족 [강릉]|2022-07-24,2022,7,24,2022,7,24
682,나훈아 콘서트: Dream 55 [안동],대중음악,안동실내체육관,6209,경북,나훈아 콘서트: Dream 55 [안동]|2022-07-23,2022,7,23,2022,7,23
683,임창정 전국투어콘서트: Multiverse [창원],대중음악,창원컨벤션센터,10400,경남,임창정 전국투어콘서트: Multiverse [창원]|2022-08-13,2022,8,13,2022,8,13
684,"SUPER JUNIOR WORLD TOUR, SUPER SHOW 9: ROAD",대중음악,잠실종합운동장,11032,서울,"SUPER JUNIOR WORLD TOUR, SUPER SHOW 9: ROAD|2022-07-15",2022,7,15,2022,7,17
685,급식왕: 발가락 떡볶이의 비밀 [부산],뮤지컬,벡스코 (BEXCO),4002,부산,급식왕: 발가락 떡볶이의 비밀 [부산]|2022-08-20,2022,8,20,2022,8,21
686,스트릿 우먼 파이터 리유니온 콘서트: THE NEXT ERA [서울],대중무용,올림픽공원,5003,서울,스트릿 우먼 파이터 리유니온 콘서트: THE NEXT ERA [서울]|2022-07-09,2022,7,9,2022,7,10
687,임영웅 콘서트: IM HERO [대구],대중음악,엑스코(exco),12000,대구,임영웅 콘서트: IM HERO [대구]|2022-07-29,2022,7,29,2022,7,31
688,미디어아트 아이스쇼 G-SHOW: DRAGON FLOWER,복합,강릉하키센터,10000,강원,미디어아트 아이스쇼 G-SHOW: DRAGON FLOWER|2022-08-05,2022,8,5,2022,9,4
689,"알렌 워커 내한공연, Walkerverse: The Tour [서울]",대중음악,잠실종합운동장,11032,서울,"알렌 워커 내한공연, Walkerverse: The Tour [서울]|2022-09-14",2022,9,14,2022,9,14
690,장민호 & 이찬원 콘서트: 민원만족 [안양],대중음악,안양종합운동장,6690,경기,장민호 & 이찬원 콘서트: 민원만족 [안양]|2022-07-10,2022,7,10,2022,7,10
691,나훈아 콘서트: Dream 55 [대구],대중음악,엑스코(exco),12000,대구,나훈아 콘서트: Dream 55 [대구]|2022-07-16,2022,7,16,2022,7,17
692,SEVENTEEN WORLD TOUR: BE THE SUN [서울],대중음악,고척스카이돔,16744,서울,SEVENTEEN WORLD TOUR: BE THE SUN [서울]|2022-06-25,2022,6,25,2022,6,26
693,임영웅 콘서트: IM HERO [인천],대중음악,송도컨벤시아,5000,인천,임영웅 콘서트: IM HERO [인천]|2022-07-15,2022,7,15,2022,7,17
694,제1회 드림콘서트 트롯,대중음악,잠실종합운동장,65599,서울,제1회 드림콘서트 트롯|2022-06-19,2022,6,19,2022,6,19
695,JAY B ON·OFFLINE FANCON: NOSTALGIC,대중음악,장충체육관,4507,서울,JAY B ON·OFFLINE FANCON: NOSTALGIC|2022-06-18,2022,6,18,2022,6,18
696,나훈아 콘서트: Dream 55 [인천],대중음악,인천남동체육관,8828,인천,나훈아 콘서트: Dream 55 [인천]|2022-07-09,2022,7,9,2022,7,9
697,송가인 전국투어 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,송가인 전국투어 콘서트 [인천]|2022-07-09,2022,7,9,2022,7,9
698,대한민국 상생 영수증콘서트 [강릉],대중음악,강릉 아이스아레나,12000,강원,대한민국 상생 영수증콘서트 [강릉]|2022-06-18,2022,6,18,2022,6,19
699,나훈아 콘서트: Dream 55 [창원],대중음악,창원스포츠파크,27085,경남,나훈아 콘서트: Dream 55 [창원]|2022-07-02,2022,7,2,2022,7,2
700,제28회 드림콘서트,대중음악,잠실종합운동장,65599,서울,제28회 드림콘서트|2022-06-18,2022,6,18,2022,6,18
701,TOMORROWXTOGETHER WORLD TOUR: ACT LOVE SICK,대중음악,잠실종합운동장,11032,서울,TOMORROWXTOGETHER WORLD TOUR: ACT LOVE SICK|2022-07-02,2022,7,2,2022,7,3
702,포레스텔라 전국투어 콘서트 [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,포레스텔라 전국투어 콘서트 [부산]|2022-06-18,2022,6,18,2022,6,19
703,임창정 전국투어콘서트: Multiverse [고양],대중음악,고양체육관,6216,경기,임창정 전국투어콘서트: Multiverse [고양]|2022-07-02,2022,7,2,2022,7,2
704,GOT7 FANCON: HOMECOMING,대중음악,올림픽공원,5003,서울,GOT7 FANCON: HOMECOMING|2022-05-21,2022,5,21,2022,5,22
705,포레스텔라 전국투어 콘서트 [서울],서양음악(클래식),장충체육관,4507,서울,포레스텔라 전국투어 콘서트 [서울]|2022-06-04,2022,6,4,2022,6,5
706,SHOWDOWN 콘서트,대중음악,올림픽공원,5003,서울,SHOWDOWN 콘서트|2022-06-04,2022,6,4,2022,6,5
707,"3 STAR: 신유, 홍자, 양지원 [부산]",대중음악,벡스코 (BEXCO),4002,부산,"3 STAR: 신유, 홍자, 양지원 [부산]|2022-06-25",2022,6,25,2022,6,25
708,송가인 전국투어 콘서트 [전주],대중음악,한국소리문화의전당,7000,전북,송가인 전국투어 콘서트 [전주]|2022-06-11,2022,6,11,2022,6,11
709,송가인 전국투어 콘서트 [대구],대중음악,엑스코(exco),9000,대구,송가인 전국투어 콘서트 [대구]|2022-06-04,2022,6,4,2022,6,4
710,인천펜타포트락페스티벌,대중음악,송도달빛축제공원,30000,인천,인천펜타포트락페스티벌|2022-08-05,2022,8,5,2022,8,7
711,뮤지컬스타K 스페셜콘서트,대중음악,송도컨벤시아,5000,인천,뮤지컬스타K 스페셜콘서트|2022-06-18,2022,6,18,2022,6,18
712,임창정 전국투어 콘서트: Multiverse [대구],대중음악,엑스코(exco),12000,대구,임창정 전국투어 콘서트: Multiverse [대구]|2022-07-09,2022,7,9,2022,7,9
713,송가인 전국투어 콘서트 [서울],대중음악,잠실학생체육관,5400,서울,송가인 전국투어 콘서트 [서울]|2022-05-28,2022,5,28,2022,5,29
714,나훈아 콘서트: Dream 55 [부산],대중음악,벡스코 (BEXCO),18000,부산,나훈아 콘서트: Dream 55 [부산]|2022-06-11,2022,6,11,2022,6,12
715,장윤정 라이브 콘서트 [원주],대중음악,원주종합체육관,4564,강원,장윤정 라이브 콘서트 [원주]|2022-06-25,2022,6,25,2022,6,25
716,보헤미안랩소디 with 오케스트라 [부산],서양음악(클래식),(재) 영화의전당,4000,부산,보헤미안랩소디 with 오케스트라 [부산]|2022-06-11,2022,6,11,2022,6,11
717,장윤정 라이브 콘서트 [부천],대중음악,부천실내체육관,5403,경기,장윤정 라이브 콘서트 [부천]|2022-06-11,2022,6,11,2022,6,11
718,장사익과 친구들: 여행 [부산],한국음악(국악),(재) 영화의전당,4000,부산,장사익과 친구들: 여행 [부산]|2022-06-04,2022,6,4,2022,6,4
719,리그 오브 레전드: 디 오케스트라 MSI [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,리그 오브 레전드: 디 오케스트라 MSI [부산]|2022-05-25,2022,5,25,2022,5,26
720,임창정 전국투어콘서트: Multiverse [전주],대중음악,한국소리문화의전당,7000,전북,임창정 전국투어콘서트: Multiverse [전주]|2022-06-18,2022,6,18,2022,6,18
721,임창정 전국투어콘서트: Multiverse [안양],대중음악,안양종합운동장,6690,경기,임창정 전국투어콘서트: Multiverse [안양]|2022-06-25,2022,6,25,2022,6,25
