id,game_date,home_team,away_team,stadium,region,note
1,2015-03-28,KIA,LG,광주,광주,
2,2015-03-28,넥센,한화,목동,서울,
3,2015-03-28,두산,NC,잠실,서울,
4,2015-03-28,롯데,KT,사직,부산,
5,2015-03-28,삼성,SK,대구,대구,
6,2015-03-29,KIA,LG,광주,광주,
7,2015-03-29,넥센,한화,목동,서울,
8,2015-03-29,두산,NC,잠실,서울,
9,2015-03-29,롯데,KT,사직,부산,
10,2015-03-29,삼성,SK,대구,대구,
11,2015-03-31,KT,삼성,수원,수원,
12,2015-03-31,LG,롯데,잠실,서울,
13,2015-03-31,NC,넥센,마산,마산,우천취소
14,2015-03-31,SK,KIA,문학,인천,우천취소
15,2015-03-31,한화,두산,한밭,대전,우천취소
16,2015-04-01,KT,삼성,수원,수원,
17,2015-04-01,LG,롯데,잠실,서울,
18,2015-04-01,NC,넥센,마산,마산,
19,2015-04-01,SK,KIA,문학,인천,
20,2015-04-01,한화,두산,대전,대전,
21,2015-04-02,KT,삼성,수원,수원,우천취소
22,2015-04-02,LG,롯데,잠실,서울,우천취소
23,2015-04-02,NC,넥센,마산,마산,우천취소
24,2015-04-02,SK,KIA,문학,인천,우천취소
25,2015-04-02,한화,두산,대전,대전,
26,2015-04-03,KT,KIA,수원,수원,
27,2015-04-03,LG,삼성,잠실,서울,
28,2015-04-03,NC,한화,마산,마산,
29,2015-04-03,넥센,SK,목동,서울,
30,2015-04-03,롯데,두산,사직,부산,
31,2015-04-04,KT,KIA,수원,수원,
32,2015-04-04,LG,삼성,잠실,서울,
33,2015-04-04,NC,한화,마산,마산,우천취소
34,2015-04-04,넥센,SK,목동,서울,
35,2015-04-04,롯데,두산,사직,부산,우천취소
36,2015-04-05,KT,KIA,수원,수원,
37,2015-04-05,LG,삼성,잠실,서울,
38,2015-04-05,NC,한화,마산,마산,
39,2015-04-05,넥센,SK,목동,서울,
40,2015-04-05,롯데,두산,사직,부산,
41,2015-04-07,KIA,NC,광주,광주,
42,2015-04-07,SK,KT,문학,인천,
43,2015-04-07,두산,넥센,잠실,서울,
44,2015-04-07,삼성,롯데,대구,대구,
45,2015-04-07,한화,LG,대전,대전,
46,2015-04-08,KIA,NC,광주,광주,
47,2015-04-08,SK,KT,문학,인천,
48,2015-04-08,두산,넥센,잠실,서울,
49,2015-04-08,삼성,롯데,대구,대구,
50,2015-04-08,한화,LG,대전,대전,
51,2015-04-09,KIA,NC,광주,광주,
52,2015-04-09,SK,KT,문학,인천,
53,2015-04-09,두산,넥센,잠실,서울,
54,2015-04-09,삼성,롯데,대구,대구,
55,2015-04-09,한화,LG,대전,대전,
56,2015-04-10,LG,두산,잠실,서울,
57,2015-04-10,NC,SK,마산,마산,
58,2015-04-10,넥센,KT,목동,서울,
59,2015-04-10,롯데,한화,사직,부산,
60,2015-04-10,삼성,KIA,대구,대구,
61,2015-04-11,LG,두산,잠실,서울,
62,2015-04-11,NC,SK,마산,마산,
63,2015-04-11,넥센,KT,목동,서울,
64,2015-04-11,롯데,한화,사직,부산,
65,2015-04-11,삼성,KIA,대구,대구,
66,2015-04-12,LG,두산,잠실,서울,
67,2015-04-12,NC,SK,마산,마산,
68,2015-04-12,넥센,KT,목동,서울,
69,2015-04-12,롯데,한화,사직,부산,
70,2015-04-12,삼성,KIA,대구,대구,
71,2015-04-14,KT,두산,수원,수원,
72,2015-04-14,LG,KIA,잠실,서울,우천취소
73,2015-04-14,SK,넥센,문학,인천,우천취소
74,2015-04-14,롯데,NC,사직,부산,
75,2015-04-14,한화,삼성,대전,대전,
76,2015-04-15,KT,두산,수원,수원,
77,2015-04-15,LG,KIA,잠실,서울,
78,2015-04-15,SK,넥센,문학,인천,
79,2015-04-15,롯데,NC,사직,부산,
80,2015-04-15,한화,삼성,대전,대전,
81,2015-04-16,KT,두산,수원,수원,우천취소
82,2015-04-16,LG,KIA,잠실,서울,
83,2015-04-16,SK,넥센,문학,인천,
84,2015-04-16,롯데,NC,사직,부산,
85,2015-04-16,한화,삼성,한밭,대전,우천취소
86,2015-04-17,KIA,넥센,광주,광주,
87,2015-04-17,SK,LG,문학,인천,
88,2015-04-17,두산,롯데,잠실,서울,
89,2015-04-17,삼성,KT,대구,대구,
90,2015-04-17,한화,NC,대전,대전,
91,2015-04-18,KIA,넥센,광주,광주,
92,2015-04-18,SK,LG,문학,인천,
93,2015-04-18,두산,롯데,잠실,서울,
94,2015-04-18,삼성,KT,대구,대구,
95,2015-04-18,한화,NC,대전,대전,
96,2015-04-19,KIA,넥센,광주,광주,
97,2015-04-19,SK,LG,문학,인천,우천취소
98,2015-04-19,두산,롯데,잠실,서울,우천취소
99,2015-04-19,삼성,KT,대구,대구,우천취소
100,2015-04-19,한화,NC,한밭,대전,우천취소
101,2015-04-21,KIA,롯데,광주,광주,
102,2015-04-21,KT,SK,수원,수원,
103,2015-04-21,LG,한화,잠실,서울,
104,2015-04-21,NC,삼성,마산,마산,
105,2015-04-21,넥센,두산,목동,서울,
106,2015-04-22,KIA,롯데,광주,광주,
107,2015-04-22,KT,SK,수원,수원,
108,2015-04-22,LG,한화,잠실,서울,
109,2015-04-22,NC,삼성,마산,마산,
110,2015-04-22,넥센,두산,목동,서울,
111,2015-04-23,KIA,롯데,광주,광주,
112,2015-04-23,KT,SK,수원,수원,
113,2015-04-23,LG,한화,잠실,서울,
114,2015-04-23,NC,삼성,마산,마산,
115,2015-04-23,넥센,두산,목동,서울,
116,2015-04-24,KT,넥센,수원,수원,
117,2015-04-24,NC,LG,마산,마산,
118,2015-04-24,두산,KIA,잠실,서울,
119,2015-04-24,롯데,삼성,사직,부산,
120,2015-04-24,한화,SK,대전,대전,
121,2015-04-25,KT,넥센,수원,수원,
122,2015-04-25,NC,LG,마산,마산,
123,2015-04-25,두산,KIA,잠실,서울,
124,2015-04-25,롯데,삼성,사직,부산,
125,2015-04-25,한화,SK,대전,대전,
126,2015-04-26,KT,넥센,수원,수원,
127,2015-04-26,NC,LG,마산,마산,
128,2015-04-26,두산,KIA,잠실,서울,
129,2015-04-26,롯데,삼성,사직,부산,
130,2015-04-26,한화,SK,대전,대전,
131,2015-04-28,KIA,한화,광주,광주,우천취소
132,2015-04-28,SK,NC,문학,인천,
133,2015-04-28,넥센,롯데,목동,서울,
134,2015-04-28,두산,KT,잠실,서울,
135,2015-04-28,삼성,LG,대구,대구,
136,2015-04-29,KIA,한화,광주,광주,
137,2015-04-29,SK,NC,문학,인천,우천취소
138,2015-04-29,넥센,롯데,목동,서울,우천취소
139,2015-04-29,두산,KT,잠실,서울,우천취소
140,2015-04-29,삼성,LG,대구,대구,
141,2015-04-30,KIA,한화,광주,광주,
142,2015-04-30,SK,NC,문학,인천,
143,2015-04-30,넥센,롯데,목동,서울,
144,2015-04-30,두산,KT,잠실,서울,
145,2015-04-30,삼성,LG,대구,대구,
146,2015-05-01,KIA,SK,광주,광주,
147,2015-05-01,KT,NC,수원,수원,
148,2015-05-01,LG,넥센,잠실,서울,
149,2015-05-01,삼성,두산,대구,대구,
150,2015-05-01,한화,롯데,대전,대전,
151,2015-05-02,KIA,SK,광주,광주,
152,2015-05-02,KT,NC,수원,수원,
153,2015-05-02,LG,넥센,잠실,서울,
154,2015-05-02,삼성,두산,대구,대구,
155,2015-05-02,한화,롯데,대전,대전,
156,2015-05-03,KIA,SK,광주,광주,우천취소
157,2015-05-03,KT,NC,수원,수원,
158,2015-05-03,LG,넥센,잠실,서울,
159,2015-05-03,삼성,두산,대구,대구,우천취소
160,2015-05-03,한화,롯데,대전,대전,
161,2015-05-05,NC,KIA,마산,마산,
162,2015-05-05,넥센,삼성,목동,서울,
163,2015-05-05,두산,LG,잠실,서울,
164,2015-05-05,롯데,SK,사직,부산,
165,2015-05-05,한화,KT,대전,대전,
166,2015-05-06,NC,KIA,마산,마산,
167,2015-05-06,넥센,삼성,목동,서울,
168,2015-05-06,두산,LG,잠실,서울,
169,2015-05-06,롯데,SK,사직,부산,
170,2015-05-06,한화,KT,대전,대전,
171,2015-05-07,NC,KIA,마산,마산,
172,2015-05-07,넥센,삼성,목동,서울,
173,2015-05-07,두산,LG,잠실,서울,
174,2015-05-07,롯데,SK,사직,부산,
175,2015-05-07,한화,KT,대전,대전,
176,2015-05-08,KT,LG,수원,수원,
177,2015-05-08,NC,롯데,마산,마산,
178,2015-05-08,SK,삼성,문학,인천,
179,2015-05-08,넥센,KIA,목동,서울,
180,2015-05-08,두산,한화,잠실,서울,
181,2015-05-09,KT,LG,수원,수원,
182,2015-05-09,NC,롯데,마산,마산,
183,2015-05-09,SK,삼성,문학,인천,
184,2015-05-09,넥센,KIA,목동,서울,
185,2015-05-09,두산,한화,잠실,서울,
186,2015-05-10,KT,LG,수원,수원,
187,2015-05-10,NC,롯데,마산,마산,
188,2015-05-10,SK,삼성,문학,인천,
189,2015-05-10,넥센,KIA,목동,서울,
190,2015-05-10,두산,한화,잠실,서울,
191,2015-05-12,KIA,KT,광주,광주,
192,2015-05-12,LG,NC,잠실,서울,우천취소
193,2015-05-12,SK,두산,문학,인천,우천취소
194,2015-05-12,롯데,넥센,사직,부산,
195,2015-05-12,삼성,한화,대구,대구,
196,2015-05-13,KIA,KT,광주,광주,
197,2015-05-13,LG,NC,잠실,서울,
198,2015-05-13,SK,두산,문학,인천,
199,2015-05-13,롯데,넥센,사직,부산,
200,2015-05-13,삼성,한화,대구,대구,
201,2015-05-14,KIA,KT,광주,광주,
202,2015-05-14,LG,NC,잠실,서울,
203,2015-05-14,SK,두산,문학,인천,
204,2015-05-14,롯데,넥센,사직,부산,
205,2015-05-14,삼성,한화,대구,대구,
206,2015-05-15,KIA,두산,광주,광주,우천취소
207,2015-05-15,KT,롯데,수원,수원,
208,2015-05-15,LG,SK,잠실,서울,
209,2015-05-15,삼성,NC,대구,대구,
210,2015-05-15,한화,넥센,대전,대전,
211,2015-05-16,KIA,두산,광주,광주,
212,2015-05-16,KT,롯데,수원,수원,
213,2015-05-16,LG,SK,잠실,서울,
214,2015-05-16,삼성,NC,대구,대구,
215,2015-05-16,한화,넥센,대전,대전,
216,2015-05-17,KIA,두산,광주,광주,
217,2015-05-17,KT,롯데,수원,수원,
218,2015-05-17,LG,SK,잠실,서울,
219,2015-05-17,삼성,NC,대구,대구,
220,2015-05-17,한화,넥센,대전,대전,
221,2015-05-19,NC,KT,마산,마산,
222,2015-05-19,SK,한화,문학,인천,
223,2015-05-19,넥센,LG,목동,서울,
224,2015-05-19,두산,삼성,잠실,서울,우천취소
225,2015-05-19,롯데,KIA,사직,부산,
226,2015-05-20,NC,KT,마산,마산,
227,2015-05-20,SK,한화,문학,인천,
228,2015-05-20,넥센,LG,목동,서울,
229,2015-05-20,두산,삼성,잠실,서울,
230,2015-05-20,롯데,KIA,사직,부산,
231,2015-05-21,NC,KT,마산,마산,
232,2015-05-21,SK,한화,문학,인천,
233,2015-05-21,넥센,LG,목동,서울,
234,2015-05-21,두산,삼성,잠실,서울,
235,2015-05-21,롯데,KIA,사직,부산,
236,2015-05-22,KIA,삼성,광주,광주,
237,2015-05-22,KT,한화,수원,수원,
238,2015-05-22,넥센,NC,목동,서울,
239,2015-05-22,두산,SK,잠실,서울,
240,2015-05-22,롯데,LG,사직,부산,
241,2015-05-23,KIA,삼성,광주,광주,
242,2015-05-23,KT,한화,수원,수원,
243,2015-05-23,넥센,NC,목동,서울,
244,2015-05-23,두산,SK,잠실,서울,
245,2015-05-23,롯데,LG,사직,부산,
246,2015-05-24,KIA,삼성,광주,광주,
247,2015-05-24,KT,한화,수원,수원,
248,2015-05-24,넥센,NC,목동,서울,
249,2015-05-24,두산,SK,잠실,서울,
250,2015-05-24,롯데,LG,사직,부산,
251,2015-05-26,LG,KT,잠실,서울,
252,2015-05-26,NC,두산,마산,마산,
253,2015-05-26,SK,롯데,문학,인천,
254,2015-05-26,삼성,넥센,대구,대구,
255,2015-05-26,한화,KIA,대전,대전,
256,2015-05-27,LG,KT,잠실,서울,
257,2015-05-27,NC,두산,마산,마산,
258,2015-05-27,SK,롯데,문학,인천,
259,2015-05-27,삼성,넥센,대구,대구,
260,2015-05-27,한화,KIA,대전,대전,
261,2015-05-28,LG,KT,잠실,서울,
262,2015-05-28,NC,두산,마산,마산,
263,2015-05-28,SK,롯데,문학,인천,
264,2015-05-28,삼성,넥센,대구,대구,
265,2015-05-28,한화,KIA,대전,대전,
266,2015-05-29,KIA,NC,광주,광주,
267,2015-05-29,KT,두산,수원,수원,
268,2015-05-29,LG,삼성,잠실,서울,
269,2015-05-29,SK,넥센,문학,인천,
270,2015-05-29,롯데,한화,사직,부산,
271,2015-05-30,KIA,NC,광주,광주,
272,2015-05-30,KT,두산,수원,수원,
273,2015-05-30,LG,삼성,잠실,서울,
274,2015-05-30,SK,넥센,문학,인천,
275,2015-05-30,롯데,한화,사직,부산,
276,2015-05-31,KIA,NC,광주,광주,
277,2015-05-31,KT,두산,수원,수원,
278,2015-05-31,LG,삼성,잠실,서울,
279,2015-05-31,SK,넥센,문학,인천,
280,2015-05-31,롯데,한화,사직,부산,
281,2015-06-02,KT,SK,수원,수원,
282,2015-06-02,NC,LG,마산,마산,
283,2015-06-02,넥센,한화,목동,서울,
284,2015-06-02,두산,KIA,잠실,서울,
285,2015-06-02,삼성,롯데,대구,대구,
286,2015-06-03,KT,SK,수원,수원,
287,2015-06-03,NC,LG,마산,마산,
288,2015-06-03,넥센,한화,목동,서울,
289,2015-06-03,두산,KIA,잠실,서울,
290,2015-06-03,삼성,롯데,대구,대구,
291,2015-06-04,KT,SK,수원,수원,
292,2015-06-04,NC,LG,마산,마산,
293,2015-06-04,넥센,한화,목동,서울,
294,2015-06-04,두산,KIA,잠실,서울,
295,2015-06-04,삼성,롯데,대구,대구,
296,2015-06-05,LG,SK,잠실,서울,
297,2015-06-05,NC,삼성,마산,마산,
298,2015-06-05,넥센,두산,목동,서울,
299,2015-06-05,롯데,KIA,사직,부산,우천취소
300,2015-06-05,한화,KT,대전,대전,
301,2015-06-06,LG,SK,잠실,서울,
302,2015-06-06,NC,삼성,마산,마산,
303,2015-06-06,넥센,두산,목동,서울,
304,2015-06-06,롯데,KIA,사직,부산,
305,2015-06-06,한화,KT,대전,대전,
306,2015-06-07,LG,SK,잠실,서울,
307,2015-06-07,NC,삼성,마산,마산,
308,2015-06-07,넥센,두산,목동,서울,
309,2015-06-07,롯데,KIA,사직,부산,
310,2015-06-07,한화,KT,대전,대전,
311,2015-06-09,KIA,넥센,광주,광주,
312,2015-06-09,LG,두산,잠실,서울,
313,2015-06-09,SK,NC,문학,인천,
314,2015-06-09,롯데,KT,사직,부산,
315,2015-06-09,삼성,한화,대구,대구,
316,2015-06-10,KIA,넥센,광주,광주,
317,2015-06-10,LG,두산,잠실,서울,
318,2015-06-10,SK,NC,문학,인천,
319,2015-06-10,롯데,KT,사직,부산,
320,2015-06-10,삼성,한화,대구,대구,
321,2015-06-11,KIA,넥센,광주,광주,
322,2015-06-11,LG,두산,잠실,서울,
323,2015-06-11,SK,NC,문학,인천,우천취소
324,2015-06-11,롯데,KT,사직,부산,
325,2015-06-11,삼성,한화,대구,대구,
326,2015-06-12,KIA,삼성,광주,광주,
327,2015-06-12,KT,넥센,수원,수원,
328,2015-06-12,SK,롯데,문학,인천,
329,2015-06-12,두산,NC,잠실,서울,
330,2015-06-12,한화,LG,대전,대전,
331,2015-06-13,KIA,삼성,광주,광주,
332,2015-06-13,KT,넥센,수원,수원,
333,2015-06-13,SK,롯데,문학,인천,
334,2015-06-13,두산,NC,잠실,서울,
335,2015-06-13,한화,LG,대전,대전,
336,2015-06-14,KIA,삼성,광주,광주,우천취소
337,2015-06-14,KT,넥센,수원,수원,
338,2015-06-14,SK,롯데,문학,인천,
339,2015-06-14,두산,NC,잠실,서울,
340,2015-06-14,한화,LG,대전,대전,
341,2015-06-16,KT,NC,수원,수원,
342,2015-06-16,LG,KIA,잠실,서울,
343,2015-06-16,넥센,롯데,목동,서울,
344,2015-06-16,삼성,두산,대구,대구,
345,2015-06-16,한화,SK,대전,대전,
346,2015-06-17,KT,NC,수원,수원,
347,2015-06-17,LG,KIA,잠실,서울,
348,2015-06-17,넥센,롯데,목동,서울,
349,2015-06-17,삼성,두산,대구,대구,
350,2015-06-17,한화,SK,대전,대전,
351,2015-06-18,KT,NC,수원,수원,
352,2015-06-18,LG,KIA,잠실,서울,
353,2015-06-18,넥센,롯데,목동,서울,
354,2015-06-18,삼성,두산,대구,대구,
355,2015-06-18,한화,SK,대전,대전,
356,2015-06-19,KIA,KT,광주,광주,
357,2015-06-19,NC,한화,마산,마산,
358,2015-06-19,SK,삼성,문학,인천,
359,2015-06-19,넥센,LG,목동,서울,
360,2015-06-19,두산,롯데,잠실,서울,
361,2015-06-20,KIA,KT,광주,광주,우천취소
362,2015-06-20,NC,한화,마산,마산,
363,2015-06-20,SK,삼성,문학,인천,우천취소
364,2015-06-20,넥센,LG,목동,서울,우천취소
365,2015-06-20,두산,롯데,잠실,서울,우천취소
366,2015-06-21,KIA,KT,광주,광주,
367,2015-06-21,NC,한화,마산,마산,
368,2015-06-21,SK,삼성,문학,인천,
369,2015-06-21,넥센,LG,목동,서울,
370,2015-06-21,두산,롯데,잠실,서울,
371,2015-06-23,KT,LG,수원,수원,
372,2015-06-23,NC,KIA,마산,마산,
373,2015-06-23,두산,SK,잠실,서울,
374,2015-06-23,롯데,삼성,사직,부산,
375,2015-06-23,한화,넥센,대전,대전,
376,2015-06-24,KT,LG,수원,수원,
377,2015-06-24,NC,KIA,마산,마산,
378,2015-06-24,두산,SK,잠실,서울,
379,2015-06-24,롯데,삼성,사직,부산,
380,2015-06-24,한화,넥센,한밭,대전,우천취소
381,2015-06-25,KT,LG,수원,수원,
382,2015-06-25,NC,KIA,마산,마산,우천취소
383,2015-06-25,두산,SK,잠실,서울,
384,2015-06-25,롯데,삼성,사직,부산,우천취소
385,2015-06-25,한화,넥센,한밭,대전,우천취소
386,2015-06-26,KIA,두산,광주,광주,
387,2015-06-26,LG,NC,잠실,서울,
388,2015-06-26,SK,한화,문학,인천,
389,2015-06-26,롯데,넥센,사직,부산,
390,2015-06-26,삼성,KT,대구,대구,
391,2015-06-27,KIA,두산,광주,광주,
392,2015-06-27,LG,NC,잠실,서울,
393,2015-06-27,SK,한화,문학,인천,
394,2015-06-27,롯데,넥센,사직,부산,
395,2015-06-27,삼성,KT,대구,대구,
396,2015-06-28,KIA,두산,광주,광주,
397,2015-06-28,LG,NC,잠실,서울,
398,2015-06-28,SK,한화,문학,인천,
399,2015-06-28,롯데,넥센,사직,부산,
400,2015-06-28,삼성,KT,대구,대구,
401,2015-06-30,KIA,한화,광주,광주,우천취소
402,2015-06-30,NC,롯데,마산,마산,우천취소
403,2015-06-30,SK,KT,문학,인천,우천취소
404,2015-06-30,넥센,삼성,목동,서울,우천취소
405,2015-06-30,두산,LG,잠실,서울,우천취소
406,2015-07-01,KIA,한화,광주,광주,
407,2015-07-01,NC,롯데,마산,마산,
408,2015-07-01,SK,KT,문학,인천,
409,2015-07-01,넥센,삼성,목동,서울,
410,2015-07-01,두산,LG,잠실,서울,
411,2015-07-02,KIA,한화,광주,광주,
412,2015-07-02,NC,롯데,마산,마산,
413,2015-07-02,SK,KT,문학,인천,
414,2015-07-02,넥센,삼성,목동,서울,
415,2015-07-02,두산,LG,잠실,서울,
416,2015-07-03,KT,KIA,수원,수원,
417,2015-07-03,두산,넥센,잠실,서울,
418,2015-07-03,롯데,SK,사직,부산,
419,2015-07-03,삼성,LG,대구,대구,
420,2015-07-03,한화,NC,대전,대전,
421,2015-07-04,KT,KIA,수원,수원,
422,2015-07-04,두산,넥센,잠실,서울,
423,2015-07-04,롯데,SK,사직,부산,
424,2015-07-04,삼성,LG,대구,대구,
425,2015-07-04,한화,NC,대전,대전,
426,2015-07-05,KT,KIA,수원,수원,
427,2015-07-05,두산,넥센,잠실,서울,
428,2015-07-05,롯데,SK,사직,부산,
429,2015-07-05,삼성,LG,대구,대구,
430,2015-07-05,한화,NC,한밭,대전,우천취소
431,2015-07-07,LG,롯데,잠실,서울,
432,2015-07-07,NC,KT,마산,마산,우천취소
433,2015-07-07,넥센,KIA,목동,서울,
434,2015-07-07,삼성,SK,대구,대구,우천취소
435,2015-07-07,한화,두산,한밭,대전,우천취소
436,2015-07-08,LG,롯데,잠실,서울,
437,2015-07-08,NC,KT,마산,마산,우천취소
438,2015-07-08,넥센,KIA,목동,서울,
439,2015-07-08,삼성,SK,대구,대구,우천취소
440,2015-07-08,한화,두산,대전,대전,
441,2015-07-09,LG,롯데,잠실,서울,
442,2015-07-09,NC,KT,마산,마산,
443,2015-07-09,넥센,KIA,목동,서울,
444,2015-07-09,삼성,SK,대구,대구,
445,2015-07-09,한화,두산,대전,대전,
446,2015-07-10,KT,삼성,수원,수원,
447,2015-07-10,LG,한화,잠실,서울,
448,2015-07-10,SK,KIA,문학,인천,
449,2015-07-10,넥센,NC,목동,서울,
450,2015-07-10,롯데,두산,사직,부산,
451,2015-07-11,KT,삼성,수원,수원,
452,2015-07-11,LG,한화,잠실,서울,
453,2015-07-11,SK,KIA,문학,인천,
454,2015-07-11,넥센,NC,목동,서울,
455,2015-07-11,롯데,두산,사직,부산,우천취소
456,2015-07-12,KT,삼성,수원,수원,우천취소
457,2015-07-12,LG,한화,잠실,서울,우천취소
458,2015-07-12,SK,KIA,문학,인천,우천취소
459,2015-07-12,넥센,NC,목동,서울,우천취소
460,2015-07-12,롯데,두산,사직,부산,우천취소
461,2015-07-14,KIA,LG,광주,광주,
462,2015-07-14,NC,SK,마산,마산,
463,2015-07-14,두산,KT,잠실,서울,
464,2015-07-14,삼성,넥센,대구,대구,
465,2015-07-14,한화,롯데,대전,대전,
466,2015-07-15,KIA,LG,광주,광주,우천취소
467,2015-07-15,NC,SK,마산,마산,
468,2015-07-15,두산,KT,잠실,서울,
469,2015-07-15,삼성,넥센,대구,대구,
470,2015-07-15,한화,롯데,대전,대전,
471,2015-07-16,KIA,LG,광주,광주,
472,2015-07-16,NC,SK,마산,마산,
473,2015-07-16,두산,KT,잠실,서울,
474,2015-07-16,삼성,넥센,대구,대구,
475,2015-07-16,한화,롯데,대전,대전,
476,2015-07-18,나눔,드림,,,
477,2015-07-21,KT,한화,수원,수원,
478,2015-07-21,LG,넥센,잠실,서울,
479,2015-07-21,SK,두산,문학,인천,
480,2015-07-21,롯데,NC,사직,부산,
481,2015-07-21,삼성,KIA,대구,대구,
482,2015-07-22,KT,한화,수원,수원,
483,2015-07-22,LG,넥센,잠실,서울,
484,2015-07-22,SK,두산,문학,인천,
485,2015-07-22,롯데,NC,사직,부산,
486,2015-07-22,삼성,KIA,대구,대구,
487,2015-07-23,KT,한화,수원,수원,우천취소
488,2015-07-23,LG,넥센,잠실,서울,우천취소
489,2015-07-23,SK,두산,문학,인천,
490,2015-07-23,롯데,NC,사직,부산,
491,2015-07-23,삼성,KIA,대구,대구,
492,2015-07-24,KIA,롯데,광주,광주,
493,2015-07-24,LG,KT,잠실,서울,우천취소
494,2015-07-24,NC,두산,마산,마산,
495,2015-07-24,넥센,SK,목동,서울,우천취소
496,2015-07-24,한화,삼성,대전,대전,
497,2015-07-25,KIA,롯데,광주,광주,
498,2015-07-25,LG,KT,잠실,서울,우천취소
499,2015-07-25,NC,두산,마산,마산,
500,2015-07-25,넥센,SK,목동,서울,우천취소
501,2015-07-25,한화,삼성,대전,대전,
502,2015-07-26,KIA,롯데,광주,광주,
503,2015-07-26,LG,KT,잠실,서울,
504,2015-07-26,NC,두산,마산,마산,
505,2015-07-26,넥센,SK,목동,서울,
506,2015-07-26,한화,삼성,대전,대전,
507,2015-07-28,KIA,SK,광주,광주,
508,2015-07-28,넥센,KT,목동,서울,
509,2015-07-28,두산,한화,잠실,서울,
510,2015-07-28,롯데,LG,사직,부산,
511,2015-07-28,삼성,NC,대구,대구,
512,2015-07-29,KIA,SK,광주,광주,
513,2015-07-29,넥센,KT,목동,서울,
514,2015-07-29,두산,한화,잠실,서울,
515,2015-07-29,롯데,LG,사직,부산,
516,2015-07-29,삼성,NC,대구,대구,
517,2015-07-30,KIA,SK,광주,광주,
518,2015-07-30,넥센,KT,목동,서울,
519,2015-07-30,두산,한화,잠실,서울,
520,2015-07-30,롯데,LG,사직,부산,
521,2015-07-30,삼성,NC,대구,대구,
522,2015-07-31,KT,롯데,수원,수원,
523,2015-07-31,NC,넥센,마산,마산,
524,2015-07-31,SK,LG,문학,인천,
525,2015-07-31,두산,삼성,잠실,서울,
526,2015-07-31,한화,KIA,대전,대전,
527,2015-08-01,KT,롯데,수원,수원,
528,2015-08-01,NC,넥센,마산,마산,
529,2015-08-01,SK,LG,문학,인천,
530,2015-08-01,두산,삼성,잠실,서울,
531,2015-08-01,한화,KIA,대전,대전,
532,2015-08-02,KT,롯데,수원,수원,
533,2015-08-02,NC,넥센,마산,마산,
534,2015-08-02,SK,LG,문학,인천,
535,2015-08-02,두산,삼성,잠실,서울,
536,2015-08-02,한화,KIA,대전,대전,
537,2015-08-04,KT,삼성,수원,수원,
538,2015-08-04,LG,NC,잠실,서울,
539,2015-08-04,SK,한화,문학,인천,
540,2015-08-04,넥센,KIA,목동,서울,
541,2015-08-04,롯데,두산,사직,부산,
542,2015-08-05,KT,삼성,수원,수원,
543,2015-08-05,LG,NC,잠실,서울,
544,2015-08-05,SK,한화,문학,인천,
545,2015-08-05,넥센,KIA,목동,서울,
546,2015-08-05,롯데,두산,사직,부산,
547,2015-08-06,KIA,KT,광주,광주,
548,2015-08-06,NC,롯데,마산,마산,
549,2015-08-06,두산,넥센,잠실,서울,
550,2015-08-06,삼성,SK,대구,대구,
551,2015-08-06,한화,LG,대전,대전,
552,2015-08-07,KIA,KT,광주,광주,
553,2015-08-07,NC,롯데,마산,마산,
554,2015-08-07,두산,넥센,잠실,서울,
555,2015-08-07,삼성,SK,대구,대구,
556,2015-08-07,한화,LG,대전,대전,
557,2015-08-08,NC,KIA,마산,마산,
558,2015-08-08,SK,KT,문학,인천,
559,2015-08-08,두산,LG,잠실,서울,
560,2015-08-08,삼성,넥센,대구,대구,우천취소
561,2015-08-08,한화,롯데,대전,대전,
562,2015-08-09,NC,KIA,마산,마산,
563,2015-08-09,SK,KT,문학,인천,
564,2015-08-09,두산,LG,잠실,서울,
565,2015-08-09,삼성,넥센,대구,대구,
566,2015-08-09,한화,롯데,대전,대전,
567,2015-08-10,삼성,넥센,대구,대구,
568,2015-08-11,KIA,두산,광주,광주,우천취소
569,2015-08-11,KT,한화,수원,수원,
570,2015-08-11,LG,삼성,잠실,서울,
571,2015-08-11,넥센,NC,목동,서울,
572,2015-08-11,롯데,SK,사직,부산,
573,2015-08-12,KIA,두산,광주,광주,
574,2015-08-12,KT,한화,수원,수원,
575,2015-08-12,LG,삼성,잠실,서울,
576,2015-08-12,넥센,NC,목동,서울,
577,2015-08-12,롯데,SK,사직,부산,우천취소
578,2015-08-13,KIA,삼성,광주,광주,
579,2015-08-13,KT,롯데,수원,수원,
580,2015-08-13,SK,LG,문학,인천,
581,2015-08-13,넥센,한화,목동,서울,
582,2015-08-13,두산,NC,잠실,서울,
583,2015-08-14,KIA,삼성,광주,광주,
584,2015-08-14,KT,롯데,수원,수원,
585,2015-08-14,SK,LG,문학,인천,
586,2015-08-14,넥센,한화,목동,서울,
587,2015-08-14,두산,NC,잠실,서울,
588,2015-08-15,LG,KIA,잠실,서울,
589,2015-08-15,NC,KT,마산,마산,
590,2015-08-15,SK,두산,문학,인천,
591,2015-08-15,넥센,롯데,목동,서울,
592,2015-08-15,삼성,한화,대구,대구,
593,2015-08-16,LG,KIA,잠실,서울,우천취소
594,2015-08-16,NC,KT,마산,마산,
595,2015-08-16,SK,두산,문학,인천,우천취소
