id,game_date,home_team,away_team,stadium,region,note
4741,2021-04-20,롯데,두산,사직,부산,
4742,2021-04-20,삼성,SSG,대구,대구,
4743,2021-04-20,한화,키움,대전,대전,
4744,2021-04-21,LG,KIA,잠실,서울,
4745,2021-04-21,NC,KT,창원,창원,
4746,2021-04-21,롯데,두산,사직,부산,
4747,2021-04-21,삼성,SSG,대구,대구,
4748,2021-04-21,한화,키움,대전,대전,
4749,2021-04-22,LG,KIA,잠실,서울,
4750,2021-04-22,NC,KT,창원,창원,
4751,2021-04-22,롯데,두산,사직,부산,
4752,2021-04-22,삼성,SSG,대구,대구,
4753,2021-04-22,한화,키움,대전,대전,
4754,2021-04-23,KIA,삼성,광주,광주,
4755,2021-04-23,KT,롯데,수원,수원,
4756,2021-04-23,두산,NC,잠실,서울,
4757,2021-04-23,키움,SSG,고척,서울,
4758,2021-04-23,한화,LG,대전,대전,
4759,2021-04-24,KIA,삼성,광주,광주,
4760,2021-04-24,KT,롯데,수원,수원,
4761,2021-04-24,두산,NC,잠실,서울,
4762,2021-04-24,키움,SSG,고척,서울,
4763,2021-04-24,한화,LG,대전,대전,
4764,2021-04-25,KIA,삼성,광주,광주,
4765,2021-04-25,KT,롯데,수원,수원,
4766,2021-04-25,두산,NC,잠실,서울,
4767,2021-04-25,키움,SSG,고척,서울,
4768,2021-04-25,한화,LG,대전,대전,
4769,2021-04-27,KIA,한화,광주,광주,
4770,2021-04-27,LG,롯데,잠실,서울,
4771,2021-04-27,SSG,KT,인천,인천,
4772,2021-04-27,삼성,NC,대구,대구,
4773,2021-04-27,키움,두산,고척,서울,
4774,2021-04-28,KIA,한화,광주,광주,
4775,2021-04-28,LG,롯데,잠실,서울,
4776,2021-04-28,SSG,KT,인천,인천,
4777,2021-04-28,삼성,NC,대구,대구,
4778,2021-04-28,키움,두산,고척,서울,
4779,2021-04-29,KIA,한화,광주,광주,
4780,2021-04-29,LG,롯데,잠실,서울,
4781,2021-04-29,SSG,KT,인천,인천,
4782,2021-04-29,삼성,NC,대구,대구,
4783,2021-04-29,키움,두산,고척,서울,
4784,2021-04-30,KT,KIA,수원,수원,
4785,2021-04-30,NC,키움,창원,창원,
4786,2021-04-30,두산,SSG,잠실,서울,
4787,2021-04-30,롯데,한화,사직,부산,
4788,2021-04-30,삼성,LG,대구,대구,
4789,2021-05-01,KT,KIA,수원,수원,
4790,2021-05-01,NC,키움,창원,창원,
4791,2021-05-01,두산,SSG,잠실,서울,
4792,2021-05-01,롯데,한화,사직,부산,
4793,2021-05-01,삼성,LG,대구,대구,
4794,2021-05-02,KT,KIA,수원,수원,
4795,2021-05-02,NC,키움,창원,창원,
4796,2021-05-02,두산,SSG,잠실,서울,
4797,2021-05-02,롯데,한화,사직,부산,
4798,2021-05-02,삼성,LG,대구,대구,
4799,2021-05-04,NC,SSG,창원,창원,우천취소
4800,2021-05-04,두산,LG,잠실,서울,우천취소
4801,2021-05-04,롯데,KIA,사직,부산,우천취소
4802,2021-05-04,키움,KT,고척,서울,우천취소
4803,2021-05-04,한화,삼성,한밭,대전,우천취소
4804,2021-05-05,NC,SSG,창원,창원,
4805,2021-05-05,두산,LG,잠실,서울,
4806,2021-05-05,롯데,KIA,사직,부산,
4807,2021-05-05,키움,KT,고척,서울,
4808,2021-05-05,한화,삼성,대전,대전,
4809,2021-05-06,NC,SSG,창원,창원,
4810,2021-05-06,두산,LG,잠실,서울,
4811,2021-05-06,롯데,KIA,사직,부산,
4812,2021-05-06,키움,KT,고척,서울,
4813,2021-05-06,한화,삼성,대전,대전,
4814,2021-05-07,KIA,두산,광주,광주,우천취소
4815,2021-05-07,KT,NC,수원,수원,우천취소
4816,2021-05-07,LG,한화,잠실,서울,우천취소
4817,2021-05-07,SSG,키움,문학,인천,우천취소
4818,2021-05-07,삼성,롯데,대구,대구,
4819,2021-05-08,KIA,두산,광주,광주,우천취소
4820,2021-05-08,KIA,두산,광주,광주,
4821,2021-05-08,KT,NC,수원,수원,우천취소
4822,2021-05-08,KT,NC,수원,수원,
4823,2021-05-08,LG,한화,잠실,서울,우천취소
4824,2021-05-08,LG,한화,잠실,서울,
4825,2021-05-08,SSG,키움,문학,인천,우천취소
4826,2021-05-08,SSG,키움,인천,인천,
4827,2021-05-08,삼성,롯데,대구,대구,
4828,2021-05-09,KIA,두산,광주,광주,
4829,2021-05-09,KT,NC,수원,수원,
4830,2021-05-09,LG,한화,잠실,서울,
4831,2021-05-09,SSG,키움,인천,인천,
4832,2021-05-09,삼성,롯데,대구,대구,
4833,2021-05-11,KIA,LG,광주,광주,
4834,2021-05-11,KT,삼성,수원,수원,
4835,2021-05-11,두산,키움,잠실,서울,
4836,2021-05-11,롯데,SSG,사직,부산,
4837,2021-05-11,한화,NC,대전,대전,
4838,2021-05-12,KIA,LG,광주,광주,
4839,2021-05-12,KT,삼성,수원,수원,
4840,2021-05-12,두산,키움,잠실,서울,
4841,2021-05-12,롯데,SSG,사직,부산,
4842,2021-05-12,한화,NC,대전,대전,
4843,2021-05-13,KIA,LG,광주,광주,
4844,2021-05-13,KT,삼성,수원,수원,
4845,2021-05-13,두산,키움,잠실,서울,
4846,2021-05-13,롯데,SSG,사직,부산,
4847,2021-05-13,한화,NC,대전,대전,
4848,2021-05-14,LG,삼성,잠실,서울,
4849,2021-05-14,NC,KIA,창원,창원,
4850,2021-05-14,SSG,두산,인천,인천,
4851,2021-05-14,롯데,KT,사직,부산,
4852,2021-05-14,키움,한화,고척,서울,
4853,2021-05-15,LG,삼성,잠실,서울,
4854,2021-05-15,NC,KIA,창원,창원,
4855,2021-05-15,SSG,두산,문학,인천,우천취소
4856,2021-05-15,롯데,KT,사직,부산,
4857,2021-05-15,키움,한화,고척,서울,
4858,2021-05-16,LG,삼성,잠실,서울,우천취소
4859,2021-05-16,NC,KIA,창원,창원,우천취소
4860,2021-05-16,SSG,두산,문학,인천,우천취소
4861,2021-05-16,롯데,KT,사직,부산,우천취소
4862,2021-05-16,키움,한화,고척,서울,
4863,2021-05-17,LG,삼성,잠실,서울,
4864,2021-05-17,NC,KIA,창원,창원,우천취소
4865,2021-05-17,SSG,두산,인천,인천,
4866,2021-05-17,롯데,KT,사직,부산,우천취소
4867,2021-05-18,KIA,SSG,광주,광주,
4868,2021-05-18,KT,두산,수원,수원,
4869,2021-05-18,LG,NC,잠실,서울,
4870,2021-05-18,삼성,키움,대구,대구,
4871,2021-05-18,한화,롯데,대전,대전,
4872,2021-05-19,KIA,SSG,광주,광주,
4873,2021-05-19,KT,두산,수원,수원,
4874,2021-05-19,LG,NC,잠실,서울,
4875,2021-05-19,삼성,키움,대구,대구,
4876,2021-05-19,한화,롯데,대전,대전,
4877,2021-05-20,KIA,SSG,광주,광주,우천취소
4878,2021-05-20,KT,두산,수원,수원,우천취소
4879,2021-05-20,LG,NC,잠실,서울,
4880,2021-05-20,삼성,키움,대구,대구,우천취소
4881,2021-05-20,한화,롯데,한밭,대전,우천취소
4882,2021-05-21,SSG,LG,인천,인천,
4883,2021-05-21,두산,롯데,잠실,서울,
4884,2021-05-21,삼성,KIA,대구,대구,
4885,2021-05-21,키움,NC,고척,서울,
4886,2021-05-21,한화,KT,대전,대전,
4887,2021-05-22,SSG,LG,인천,인천,
4888,2021-05-22,두산,롯데,잠실,서울,
4889,2021-05-22,삼성,KIA,대구,대구,
4890,2021-05-22,키움,NC,고척,서울,
4891,2021-05-22,한화,KT,대전,대전,
4892,2021-05-23,SSG,LG,인천,인천,
4893,2021-05-23,두산,롯데,잠실,서울,
4894,2021-05-23,삼성,KIA,대구,대구,
4895,2021-05-23,키움,NC,고척,서울,
4896,2021-05-23,한화,KT,대전,대전,
4897,2021-05-25,KIA,키움,광주,광주,우천취소
4898,2021-05-25,KT,SSG,수원,수원,우천취소
4899,2021-05-25,NC,삼성,창원,창원,우천취소
4900,2021-05-25,두산,한화,잠실,서울,우천취소
4901,2021-05-25,롯데,LG,사직,부산,우천취소
4902,2021-05-26,KIA,키움,광주,광주,
4903,2021-05-26,KT,SSG,수원,수원,
4904,2021-05-26,NC,삼성,창원,창원,
4905,2021-05-26,두산,한화,잠실,서울,
4906,2021-05-26,롯데,LG,사직,부산,
4907,2021-05-27,KIA,키움,광주,광주,
4908,2021-05-27,KT,SSG,수원,수원,
4909,2021-05-27,NC,삼성,창원,창원,
4910,2021-05-27,두산,한화,잠실,서울,
4911,2021-05-27,롯데,LG,사직,부산,
4912,2021-05-28,KIA,KT,광주,광주,
4913,2021-05-28,LG,키움,잠실,서울,
4914,2021-05-28,롯데,NC,사직,부산,우천취소
4915,2021-05-28,삼성,두산,대구,대구,
4916,2021-05-28,한화,SSG,대전,대전,
4917,2021-05-29,KIA,KT,광주,광주,
4918,2021-05-29,LG,키움,잠실,서울,
4919,2021-05-29,롯데,NC,사직,부산,
4920,2021-05-29,삼성,두산,대구,대구,
4921,2021-05-29,한화,SSG,대전,대전,
4922,2021-05-30,KIA,KT,광주,광주,
4923,2021-05-30,LG,키움,잠실,서울,
4924,2021-05-30,롯데,NC,사직,부산,
4925,2021-05-30,삼성,두산,대구,대구,
4926,2021-05-30,한화,SSG,대전,대전,
4927,2021-06-01,LG,KT,잠실,서울,
4928,2021-06-01,NC,두산,창원,창원,
4929,2021-06-01,SSG,삼성,인천,인천,
4930,2021-06-01,키움,롯데,고척,서울,
4931,2021-06-01,한화,KIA,대전,대전,
4932,2021-06-02,LG,KT,잠실,서울,
4933,2021-06-02,NC,두산,창원,창원,
4934,2021-06-02,SSG,삼성,인천,인천,
4935,2021-06-02,키움,롯데,고척,서울,
4936,2021-06-02,한화,KIA,대전,대전,
4937,2021-06-03,LG,KT,잠실,서울,우천취소
4938,2021-06-03,NC,두산,창원,창원,우천취소
4939,2021-06-03,SSG,삼성,문학,인천,우천취소
4940,2021-06-03,키움,롯데,고척,서울,
4941,2021-06-03,한화,KIA,한밭,대전,우천취소
4942,2021-06-04,KIA,LG,광주,광주,
4943,2021-06-04,KT,롯데,수원,수원,
4944,2021-06-04,NC,한화,창원,창원,
4945,2021-06-04,두산,SSG,잠실,서울,
4946,2021-06-04,키움,삼성,고척,서울,
4947,2021-06-05,KIA,LG,광주,광주,
4948,2021-06-05,KT,롯데,수원,수원,
4949,2021-06-05,NC,한화,창원,창원,
4950,2021-06-05,두산,SSG,잠실,서울,
4951,2021-06-05,키움,삼성,고척,서울,
4952,2021-06-06,KIA,LG,광주,광주,
4953,2021-06-06,KT,롯데,수원,수원,
4954,2021-06-06,NC,한화,창원,창원,
4955,2021-06-06,두산,SSG,잠실,서울,
4956,2021-06-06,키움,삼성,고척,서울,
4957,2021-06-08,LG,NC,잠실,서울,
4958,2021-06-08,SSG,KT,인천,인천,
4959,2021-06-08,롯데,두산,사직,부산,
4960,2021-06-08,삼성,KIA,대구,대구,
4961,2021-06-08,한화,키움,대전,대전,
4962,2021-06-09,LG,NC,잠실,서울,
4963,2021-06-09,SSG,KT,인천,인천,
4964,2021-06-09,롯데,두산,사직,부산,
4965,2021-06-09,삼성,KIA,대구,대구,
4966,2021-06-09,한화,키움,대전,대전,
4967,2021-06-10,LG,NC,잠실,서울,
4968,2021-06-10,SSG,KT,문학,인천,우천취소
4969,2021-06-10,롯데,두산,사직,부산,
4970,2021-06-10,삼성,KIA,대구,대구,
4971,2021-06-10,한화,키움,대전,대전,
4972,2021-06-11,KT,한화,수원,수원,
4973,2021-06-11,LG,두산,잠실,서울,
4974,2021-06-11,SSG,키움,인천,인천,
4975,2021-06-11,롯데,KIA,사직,부산,우천취소
4976,2021-06-11,삼성,NC,대구,대구,
4977,2021-06-12,KT,한화,수원,수원,
4978,2021-06-12,LG,두산,잠실,서울,
4979,2021-06-12,SSG,키움,인천,인천,
4980,2021-06-12,롯데,KIA,사직,부산,우천취소
4981,2021-06-12,삼성,NC,대구,대구,
4982,2021-06-13,KT,한화,수원,수원,
4983,2021-06-13,LG,두산,잠실,서울,
4984,2021-06-13,SSG,키움,인천,인천,
4985,2021-06-13,롯데,KIA,사직,부산,
4986,2021-06-13,삼성,NC,대구,대구,
4987,2021-06-15,KIA,SSG,광주,광주,우천취소
4988,2021-06-15,NC,KT,창원,창원,우천취소
4989,2021-06-15,두산,삼성,잠실,서울,
4990,2021-06-15,키움,LG,고척,서울,
4991,2021-06-15,한화,롯데,대전,대전,
4992,2021-06-16,KIA,SSG,광주,광주,
4993,2021-06-16,NC,KT,창원,창원,
4994,2021-06-16,두산,삼성,잠실,서울,
4995,2021-06-16,키움,LG,고척,서울,
4996,2021-06-16,한화,롯데,대전,대전,
4997,2021-06-17,KIA,SSG,광주,광주,
4998,2021-06-17,NC,KT,창원,창원,
4999,2021-06-17,두산,삼성,잠실,서울,
5000,2021-06-17,키움,LG,고척,서울,
5001,2021-06-17,한화,롯데,대전,대전,
5002,2021-06-18,KT,두산,수원,수원,
5003,2021-06-18,LG,KIA,잠실,서울,
5004,2021-06-18,NC,키움,창원,창원,
5005,2021-06-18,롯데,삼성,사직,부산,
5006,2021-06-18,한화,SSG,대전,대전,
5007,2021-06-19,KT,두산,수원,수원,
5008,2021-06-19,LG,KIA,잠실,서울,
5009,2021-06-19,NC,키움,창원,창원,
5010,2021-06-19,롯데,삼성,사직,부산,
5011,2021-06-19,한화,SSG,대전,대전,
5012,2021-06-20,KT,두산,수원,수원,
5013,2021-06-20,LG,KIA,잠실,서울,
5014,2021-06-20,NC,키움,창원,창원,
5015,2021-06-20,롯데,삼성,사직,부산,
5016,2021-06-20,한화,SSG,대전,대전,
5017,2021-06-22,KT,KIA,수원,수원,
5018,2021-06-22,SSG,LG,인천,인천,
5019,2021-06-22,두산,키움,잠실,서울,
5020,2021-06-22,롯데,NC,사직,부산,
5021,2021-06-22,삼성,한화,대구,대구,
5022,2021-06-23,KT,KIA,수원,수원,
5023,2021-06-23,SSG,LG,인천,인천,
5024,2021-06-23,두산,키움,잠실,서울,
5025,2021-06-23,롯데,NC,사직,부산,
5026,2021-06-23,삼성,한화,대구,대구,
5027,2021-06-24,KT,KIA,수원,수원,
5028,2021-06-24,SSG,LG,인천,인천,
5029,2021-06-24,두산,키움,잠실,서울,
5030,2021-06-24,롯데,NC,사직,부산,
5031,2021-06-24,삼성,한화,대구,대구,
5032,2021-06-25,NC,SSG,창원,창원,
5033,2021-06-25,두산,롯데,잠실,서울,
5034,2021-06-25,삼성,LG,대구,대구,우천취소
5035,2021-06-25,키움,KIA,고척,서울,
5036,2021-06-25,한화,KT,대전,대전,
5037,2021-06-26,NC,SSG,창원,창원,
5038,2021-06-26,두산,롯데,잠실,서울,
5039,2021-06-26,삼성,LG,대구,대구,
5040,2021-06-26,키움,KIA,고척,서울,
5041,2021-06-26,한화,KT,대전,대전,
5042,2021-06-27,NC,SSG,창원,창원,
5043,2021-06-27,두산,롯데,잠실,서울,
5044,2021-06-27,삼성,LG,대구,대구,
5045,2021-06-27,키움,KIA,고척,서울,
5046,2021-06-27,한화,KT,대전,대전,
5047,2021-06-29,KIA,NC,광주,광주,
5048,2021-06-29,LG,KT,잠실,서울,우천취소
5049,2021-06-29,SSG,삼성,인천,인천,
5050,2021-06-29,키움,롯데,고척,서울,
5051,2021-06-29,한화,두산,한밭,대전,우천취소
5052,2021-06-30,KIA,NC,광주,광주,우천취소
5053,2021-06-30,LG,KT,잠실,서울,우천취소
5054,2021-06-30,LG,KT,잠실,서울,
5055,2021-06-30,SSG,삼성,인천,인천,
5056,2021-06-30,키움,롯데,고척,서울,
5057,2021-06-30,한화,두산,대전,대전,
5058,2021-07-01,KIA,NC,광주,광주,
5059,2021-07-01,LG,KT,잠실,서울,
5060,2021-07-01,SSG,삼성,인천,인천,
5061,2021-07-01,키움,롯데,고척,서울,
5062,2021-07-01,한화,두산,대전,대전,
5063,2021-07-02,KIA,두산,광주,광주,
5064,2021-07-02,KT,키움,수원,수원,
5065,2021-07-02,LG,한화,잠실,서울,
5066,2021-07-02,NC,삼성,창원,창원,
5067,2021-07-02,SSG,롯데,인천,인천,
5068,2021-07-03,KIA,두산,광주,광주,우천취소
5069,2021-07-03,KT,키움,수원,수원,우천취소
5070,2021-07-03,LG,한화,잠실,서울,우천취소
5071,2021-07-03,NC,삼성,창원,창원,우천취소
5072,2021-07-03,SSG,롯데,문학,인천,우천취소
5073,2021-07-04,KIA,두산,광주,광주,
5074,2021-07-04,KT,키움,수원,수원,
5075,2021-07-04,LG,한화,잠실,서울,
5076,2021-07-04,NC,삼성,창원,창원,
5077,2021-07-04,SSG,롯데,인천,인천,
5078,2021-07-05,KIA,두산,광주,광주,우천취소
5079,2021-07-05,KT,키움,수원,수원,
5080,2021-07-05,LG,한화,잠실,서울,
5081,2021-07-05,NC,삼성,창원,창원,우천취소
5082,2021-07-05,SSG,롯데,인천,인천,
5083,2021-07-06,두산,NC,잠실,서울,
5084,2021-07-06,롯데,LG,사직,부산,우천취소
5085,2021-07-06,삼성,KT,대구,대구,우천취소
5086,2021-07-06,키움,SSG,고척,서울,
5087,2021-07-06,한화,KIA,한밭,대전,우천취소
5088,2021-07-07,두산,NC,잠실,서울,
5089,2021-07-07,롯데,LG,사직,부산,우천취소
5090,2021-07-07,삼성,KT,대구,대구,우천취소
5091,2021-07-07,키움,SSG,고척,서울,
5092,2021-07-07,한화,KIA,대전,대전,
5093,2021-07-08,두산,NC,잠실,서울,우천취소
5094,2021-07-08,롯데,LG,사직,부산,우천취소
5095,2021-07-08,삼성,KT,대구,대구,
5096,2021-07-08,키움,SSG,고척,서울,
5097,2021-07-08,한화,KIA,한밭,대전,우천취소
5098,2021-07-09,KIA,KT,광주,광주,
5099,2021-07-09,SSG,한화,인천,인천,
5100,2021-07-09,두산,LG,잠실,서울,우천취소
5101,2021-07-09,삼성,롯데,대구,대구,
5102,2021-07-09,키움,NC,고척,서울,우천취소
5103,2021-07-10,KIA,KT,광주,광주,우천취소
5104,2021-07-10,SSG,한화,인천,인천,
5105,2021-07-10,두산,LG,잠실,서울,우천취소
5106,2021-07-10,삼성,롯데,대구,대구,
5107,2021-07-10,키움,NC,고척,서울,우천취소
5108,2021-07-11,KIA,KT,광주,광주,
5109,2021-07-11,SSG,한화,인천,인천,
5110,2021-07-11,두산,LG,잠실,서울,우천취소
5111,2021-07-11,삼성,롯데,대구,대구,
5112,2021-07-11,키움,NC,고척,서울,우천취소
5113,2021-07-13,KIA,삼성,광주,광주,우천취소
5114,2021-07-13,KT,NC,수원,수원,우천취소
5115,2021-07-13,LG,키움,잠실,서울,우천취소
5116,2021-07-13,SSG,두산,문학,인천,우천취소
5117,2021-07-13,롯데,한화,사직,부산,우천취소
5118,2021-07-14,KIA,삼성,광주,광주,우천취소
5119,2021-07-14,KT,NC,수원,수원,우천취소
5120,2021-07-14,LG,키움,잠실,서울,우천취소
5121,2021-07-14,SSG,두산,문학,인천,우천취소
5122,2021-07-14,롯데,한화,사직,부산,우천취소
5123,2021-07-15,KIA,삼성,광주,광주,우천취소
5124,2021-07-15,KT,NC,수원,수원,우천취소
5125,2021-07-15,LG,키움,잠실,서울,우천취소
5126,2021-07-15,SSG,두산,문학,인천,우천취소
5127,2021-07-15,롯데,한화,사직,부산,우천취소
5128,2021-07-16,NC,KIA,창원,창원,우천취소
5129,2021-07-16,두산,KT,잠실,서울,우천취소
5130,2021-07-16,롯데,SSG,사직,부산,우천취소
5131,2021-07-16,삼성,키움,대구,대구,우천취소
5132,2021-07-16,한화,LG,한밭,대전,우천취소
5133,2021-07-17,NC,KIA,창원,창원,우천취소
5134,2021-07-17,두산,KT,잠실,서울,우천취소
5135,2021-07-17,롯데,SSG,사직,부산,우천취소
5136,2021-07-17,삼성,키움,대구,대구,우천취소
5137,2021-07-17,한화,LG,한밭,대전,우천취소
5138,2021-07-18,NC,KIA,창원,창원,우천취소
5139,2021-07-18,두산,KT,잠실,서울,우천취소
5140,2021-07-18,롯데,SSG,사직,부산,우천취소
5141,2021-07-18,삼성,키움,대구,대구,우천취소
5142,2021-07-18,한화,LG,한밭,대전,우천취소
5143,2021-08-10,KIA,한화,광주,광주,
5144,2021-08-10,LG,SSG,잠실,서울,
5145,2021-08-10,NC,롯데,창원,창원,
5146,2021-08-10,삼성,두산,대구,대구,우천취소
5147,2021-08-10,키움,KT,고척,서울,
5148,2021-08-11,KIA,한화,광주,광주,
5149,2021-08-11,LG,SSG,잠실,서울,
5150,2021-08-11,NC,롯데,창원,창원,
5151,2021-08-11,삼성,두산,대구,대구,
5152,2021-08-11,키움,KT,고척,서울,
5153,2021-08-12,KIA,한화,광주,광주,우천취소
5154,2021-08-12,LG,SSG,잠실,서울,우천취소
5155,2021-08-12,NC,롯데,창원,창원,
5156,2021-08-12,삼성,두산,대구,대구,
5157,2021-08-12,키움,KT,고척,서울,
5158,2021-08-13,KT,삼성,수원,수원,
5159,2021-08-13,LG,롯데,잠실,서울,
5160,2021-08-13,SSG,KIA,인천,인천,
5161,2021-08-13,키움,두산,고척,서울,
5162,2021-08-13,한화,NC,대전,대전,
5163,2021-08-14,KT,삼성,수원,수원,
5164,2021-08-14,LG,롯데,잠실,서울,
5165,2021-08-14,SSG,KIA,인천,인천,
5166,2021-08-14,키움,두산,고척,서울,
5167,2021-08-14,한화,NC,대전,대전,
5168,2021-08-15,KT,삼성,수원,수원,
5169,2021-08-15,LG,롯데,잠실,서울,
5170,2021-08-15,SSG,KIA,인천,인천,
5171,2021-08-15,키움,두산,고척,서울,
5172,2021-08-15,한화,NC,대전,대전,
5173,2021-08-17,KT,LG,수원,수원,
5174,2021-08-17,SSG,NC,문학,인천,우천취소
5175,2021-08-17,두산,KIA,잠실,서울,우천취소
5176,2021-08-17,롯데,키움,사직,부산,
5177,2021-08-17,한화,삼성,대전,대전,
5178,2021-08-18,KT,LG,수원,수원,
5179,2021-08-18,SSG,NC,인천,인천,
5180,2021-08-18,두산,KIA,잠실,서울,
5181,2021-08-18,롯데,키움,사직,부산,
5182,2021-08-18,한화,삼성,대전,대전,
5183,2021-08-19,KT,LG,수원,수원,
5184,2021-08-19,SSG,NC,인천,인천,
5185,2021-08-19,두산,KIA,잠실,서울,
5186,2021-08-19,롯데,키움,사직,부산,우천취소
5187,2021-08-19,한화,삼성,대전,대전,
5188,2021-08-20,KIA,키움,광주,광주,
5189,2021-08-20,NC,LG,창원,창원,
5190,2021-08-20,두산,한화,잠실,서울,
5191,2021-08-20,롯데,KT,사직,부산,
5192,2021-08-20,삼성,SSG,대구,대구,
5193,2021-08-21,KIA,키움,광주,광주,우천취소
5194,2021-08-21,NC,LG,창원,창원,우천취소
5195,2021-08-21,두산,한화,잠실,서울,
5196,2021-08-21,롯데,KT,사직,부산,우천취소
5197,2021-08-21,삼성,SSG,대구,대구,우천취소
5198,2021-08-22,KIA,키움,광주,광주,
5199,2021-08-22,NC,LG,창원,창원,
5200,2021-08-22,두산,한화,잠실,서울,
5201,2021-08-22,롯데,KT,사직,부산,
5202,2021-08-22,삼성,SSG,대구,대구,
5203,2021-08-23,KIA,키움,광주,광주,우천취소
5204,2021-08-23,NC,LG,창원,창원,우천취소
5205,2021-08-23,두산,한화,잠실,서울,우천취소
5206,2021-08-23,롯데,KT,사직,부산,
5207,2021-08-23,삼성,SSG,대구,대구,우천취소
5208,2021-08-24,KIA,키움,광주,광주,
5209,2021-08-24,NC,LG,창원,창원,우천취소
5210,2021-08-24,두산,한화,잠실,서울,
5211,2021-08-24,롯데,KT,사직,부산,우천취소
5212,2021-08-24,삼성,SSG,대구,대구,
5213,2021-08-25,KIA,롯데,광주,광주,
5214,2021-08-25,KT,SSG,수원,수원,
5215,2021-08-25,LG,삼성,잠실,서울,
5216,2021-08-25,NC,두산,창원,창원,우천취소
5217,2021-08-25,키움,한화,고척,서울,
5218,2021-08-26,KIA,롯데,광주,광주,
5219,2021-08-26,KT,SSG,수원,수원,
5220,2021-08-26,LG,삼성,잠실,서울,
5221,2021-08-26,NC,두산,창원,창원,
5222,2021-08-26,키움,한화,고척,서울,
5223,2021-08-27,KIA,롯데,광주,광주,우천취소
5224,2021-08-27,KT,SSG,수원,수원,
5225,2021-08-27,LG,삼성,잠실,서울,
5226,2021-08-27,NC,두산,창원,창원,
5227,2021-08-27,키움,한화,고척,서울,
5228,2021-08-28,KT,삼성,수원,수원,
5229,2021-08-28,LG,키움,잠실,서울,
5230,2021-08-28,SSG,KIA,인천,인천,
5231,2021-08-28,롯데,두산,사직,부산,
5232,2021-08-28,한화,NC,대전,대전,
5233,2021-08-29,KT,삼성,수원,수원,
5234,2021-08-29,LG,키움,잠실,서울,
5235,2021-08-29,SSG,KIA,인천,인천,
5236,2021-08-29,롯데,두산,사직,부산,
5237,2021-08-29,한화,NC,대전,대전,
5238,2021-08-31,SSG,NC,문학,인천,우천취소
5239,2021-08-31,두산,KIA,잠실,서울,우천취소
5240,2021-08-31,롯데,LG,사직,부산,
5241,2021-08-31,삼성,키움,대구,대구,
5242,2021-08-31,한화,KT,대전,대전,
5243,2021-09-01,SSG,NC,인천,인천,
5244,2021-09-01,두산,KIA,잠실,서울,
5245,2021-09-01,롯데,LG,사직,부산,우천취소
5246,2021-09-01,삼성,키움,대구,대구,
5247,2021-09-01,삼성,키움,대구,대구,우천취소
5248,2021-09-01,한화,KT,대전,대전,
5249,2021-09-02,KIA,삼성,광주,광주,
5250,2021-09-02,LG,NC,잠실,서울,
5251,2021-09-02,SSG,두산,인천,인천,
5252,2021-09-02,롯데,한화,사직,부산,우천취소
5253,2021-09-02,키움,KT,고척,서울,
5254,2021-09-03,KIA,삼성,광주,광주,
5255,2021-09-03,LG,NC,잠실,서울,
5256,2021-09-03,SSG,두산,인천,인천,
5257,2021-09-03,롯데,한화,사직,부산,
5258,2021-09-03,키움,KT,고척,서울,
5259,2021-09-04,LG,KT,잠실,서울,
5260,2021-09-04,NC,롯데,창원,창원,
5261,2021-09-04,삼성,두산,대구,대구,
5262,2021-09-04,키움,SSG,고척,서울,
5263,2021-09-04,한화,KIA,대전,대전,
5264,2021-09-05,LG,KT,잠실,서울,
5265,2021-09-05,NC,롯데,창원,창원,
5266,2021-09-05,삼성,두산,대구,대구,
5267,2021-09-05,키움,SSG,고척,서울,
5268,2021-09-05,한화,KIA,대전,대전,
5269,2021-09-07,KT,KIA,수원,수원,우천취소
5270,2021-09-07,NC,한화,창원,창원,
5271,2021-09-07,SSG,LG,문학,인천,우천취소
5272,2021-09-07,두산,키움,잠실,서울,우천취소
5273,2021-09-07,삼성,롯데,대구,대구,
5274,2021-09-08,KT,KIA,수원,수원,
5275,2021-09-08,NC,한화,창원,창원,
5276,2021-09-08,SSG,LG,인천,인천,
5277,2021-09-08,두산,키움,잠실,서울,
5278,2021-09-08,삼성,롯데,대구,대구,
5279,2021-09-09,LG,한화,잠실,서울,
5280,2021-09-09,NC,두산,창원,창원,
5281,2021-09-09,롯데,SSG,사직,부산,
5282,2021-09-09,삼성,KT,대구,대구,
5283,2021-09-09,키움,KIA,고척,서울,
5284,2021-09-10,LG,한화,잠실,서울,
5285,2021-09-10,NC,두산,창원,창원,
5286,2021-09-10,롯데,SSG,사직,부산,
5287,2021-09-10,삼성,KT,대구,대구,
5288,2021-09-10,키움,KIA,고척,서울,
5289,2021-09-11,KIA,NC,광주,광주,
5290,2021-09-11,KT,SSG,수원,수원,
5291,2021-09-11,두산,LG,잠실,서울,
5292,2021-09-11,롯데,키움,사직,부산,
5293,2021-09-11,한화,삼성,대전,대전,
5294,2021-09-12,KIA,NC,광주,광주,
5295,2021-09-12,KT,SSG,수원,수원,
5296,2021-09-12,두산,LG,잠실,서울,
5297,2021-09-12,롯데,키움,사직,부산,
5298,2021-09-12,한화,삼성,대전,대전,
5299,2021-09-14,KIA,롯데,광주,광주,
5300,2021-09-14,NC,키움,창원,창원,
5301,2021-09-14,SSG,한화,인천,인천,
